callsign,freq_mhz,city,state,class,erp_kw,lat,lon
K26GX-D,545,Pleasant Valley,CO,LPT,0.046,40.50969,-102.11461
K26GY-D,545,Breckenridge,CO,LPD,0.068,39.6275,-106.07722
K26IT-D,545,"Redstone, Etc.",CO,LPT,0.02,39.23886,-107.21781
K26LH-D,545,Snowmass Village,CO,LPT,0.045,39.219,-106.90975
K26MS-D,545,Collbran,CO,LPT,0.012,39.23664,-107.97847
K26OT-D,545,Akron,CO,LPT,0.196,40.28111,-103.09917
K26PG-D,545,Woody Creek,CO,LPT,0.055,39.31036,-106.94861
K27IG-D,551,"Cortez, Etc",CO,LPT,1.0,37.36497,-108.14756
K27IH-D,551,Holyoke,CO,LPT,0.2,40.51028,-102.35972
K27KX-D,551,Las Animas,CO,LPT,0.25,38.02083,-102.98667
K27MT-D,551,Romeo,CO,LPD,1.0,36.85944,-106.01806
K27OV-D,551,Woody Creek,CO,LPT,0.055,39.31036,-106.94861
K27PL-D,551,Rifle,CO,LPT,2.5,39.51358,-107.77922
K28AD-D,557,Montrose,CO,LPT,12.5,38.51667,-107.85278
K28EB-D,557,"Cortez, Etc",CO,LPT,1.0,37.36497,-108.14756
K28FW-D,557,Peetz,CO,LPT,0.211,40.89186,-103.22972
K28GE-D,557,Woodland Park,CO,LPD,0.905,38.98658,-105.06931
K28HA-D,557,Grand Valley,CO,LPT,0.43,39.44239,-107.96767
K28HI-D,557,Breckenridge/Dillon,CO,LPD,0.068,39.6275,-106.07722
K28IX-D,557,Pleasant Valley,CO,LPT,0.046,40.50969,-102.11461
K28JH-D,557,Yuma,CO,LPT,0.575,40.14306,-102.81472
K28JY-D,557,Carbondale,CO,LPT,0.64,39.42306,-107.37583
K28KC-D,557,Canon City,CO,LPT,0.094,38.42222,-105.15194
K28QV-D,557,Collbran,CO,LPT,0.1,39.23664,-107.97847
K29CK-D,563,Carbondale,CO,LPT,0.64,39.42306,-107.37583
K29GI-D,563,Holyoke,CO,LPT,0.214,40.51028,-102.35972
K29GO-D,563,"Cortez, Etc",CO,LPT,2.0,37.36497,-108.14756
K29HD-D,563,Idalia,CO,LPT,0.154,39.73056,-102.48278
K29HM-D,563,Lake George,CO,LPT,0.2,39.05025,-105.51444
K29JL-D,563,Las Animas,CO,LPT,0.25,38.02083,-102.98667
K29ME-D,563,Antonito,CO,LPT,1.0,36.85972,-106.01972
K29NF-D,563,Anton,CO,LPT,0.421,39.85469,-103.34436
K30DC-D,569,"Dove Creek, Etc",CO,LPT,0.35,37.76025,-108.91147
K30FO-D,569,Peetz,CO,LPT,0.211,40.89186,-103.22972
K30GO-D,569,Pleasant Valley,CO,LPT,0.046,40.50969,-102.11461
K30HA-D,569,Yuma,CO,LPT,0.195,40.14306,-102.81472
K30HJ-D,569,"Cortez, Etc",CO,LPT,2.0,37.36497,-108.14756
K30JM-D,569,Colorado Springs,CO,LPD,11.2,38.74583,-104.86139
K30JQ-D,569,Carbondale,CO,LPT,0.64,39.42306,-107.37583
K30RP-D,569,Boulder,CO,LPT,10.5,40.01194,-105.18833
K31CT-D,575,Cortez,CO,LPD,1.5,37.35025,-108.13422
K31CW-D,575,Carbondale,CO,LPT,0.64,39.42306,-107.37583
K31FV-D,575,Durango & Hermosa,CO,LPT,0.399,37.33833,-107.82311
K31FZ-D,575,Haxtun,CO,LPT,0.25,40.64917,-102.68333
K31IH-D,575,Wray,CO,LPT,0.189,40.05417,-102.22611
K31IQ-D,575,Sterling,CO,LPT,0.398,40.59111,-103.04019
K31IV-D,575,Romeo,CO,LPT,0.62,36.85944,-106.01917
K31IW-D,575,Ridgway,CO,LPT,0.19,38.18636,-107.77561
K31IX-D,575,Salida,CO,LPT,1.2,38.44664,-106.01111
K31NI-D,575,Lamar,CO,LPT,0.205,38.03472,-102.43667
K31OE-D,575,"Dove Creek, Etc",CO,LPT,0.35,37.76025,-108.91147
K31OH-D,575,Mesa,CO,LPT,0.75,39.08831,-108.22578
K31PC-D,575,Yuma,CO,LPT,0.191,40.14306,-102.81472
K32AB-D,581,Yuma,CO,LPT,0.172,40.14306,-102.81472
K32CW-D,581,Montrose,CO,LPT,2.5,38.31389,-108.20306
K32EX-D,581,Peetz,CO,LPT,0.21,40.89186,-103.22972
K32EY-D,581,"Dove Creek, Etc",CO,LPT,0.35,37.76025,-108.91147
K32HL-D,581,Rulison,CO,LPT,1.1,39.51167,-107.74981
K32IJ-D,581,Cortez,CO,LPT,1.0,37.36497,-108.14756
K32IK-D,581,San Luis Valley,CO,LPT,1.1,36.85694,-106.02056
K32MD-D,581,Cheyenne Wells,CO,LPT,0.236,38.79589,-102.54942
K32NO-D,581,Glenwood Springs,CO,LPT,0.25,39.56191,-107.31721
K32NU-D,581,Haxtun,CO,LPT,0.25,40.64917,-102.68333
K32OG-D,581,Pueblo,CO,LPD,4.0,37.91194,-103.98444
K32OK-D,581,Woody Creek,CO,LPT,0.055,39.31036,-106.94861
K32OL-D,581,Redstone,CO,LPT,0.012,39.23886,-107.21775
K33FI-D,587,Akron,CO,LPT,0.199,40.28111,-103.09917
K33GM-D,587,Haxtun,CO,LPT,0.28,40.64917,-102.68333
K33HY-D,587,Basalt,CO,LPT,0.075,39.35275,-107.09308
K33IW-D,587,Coaldale,CO,LPT,0.015,38.34497,-105.75361
K33KV-D,587,Lamar,CO,LPT,0.25,38.03472,-102.43667
K33PA-D,587,Sterling,CO,LPT,0.395,40.59111,-103.04019
K33PB-D,587,Mesa,CO,LPT,0.75,39.08831,-108.22578
K33PU-D,587,Yuma,CO,LPT,0.5,40.14306,-102.81472
K33PZ-D,587,Julesburg,CO,LPT,0.135,40.90511,-102.37589
K33QG-D,587,"Cortez, Etc",CO,LPT,0.1,37.36522,-108.14797
K33QL-D,587,Snowmass Village,CO,LPT,0.1,39.219,-106.90975
K33RN-D,587,Pueblo,CO,LPD,15.0,38.37361,-104.55806
K34AC-D,593,Yuma,CO,LPT,0.575,40.14306,-102.81472
K34GI-D,593,Trinidad,CO,LPD,5.0,37.23722,-104.51497
K34KM-D,593,Basalt,CO,LPT,0.075,39.35275,-107.09308
K34LN-D,593,Cheyenne Wells,CO,LPT,0.236,38.79589,-102.54942
K34NM-D,593,Lamar,CO,LPT,0.25,38.03472,-102.43667
K34OS-D,593,"Sterling,S.Logan Cty",CO,LPT,0.25,40.59111,-103.04019
K34PT-D,593,Julesburg,CO,LPT,0.183,40.90511,-102.37589
K34PV-D,593,Cortez,CO,LPD,0.5,37.36608,-108.14561
K34PW-D,593,Haxtun,CO,LPT,0.25,40.64917,-102.68333
K34QD-D,593,Bayfield & Ignacio,CO,LPT,0.28,37.18417,-107.48558
K35CH-D,599,"Cortez, Mancos, Etc",CO,LPT,1.2,37.36497,-108.14756
K35FI-D,599,Akron,CO,LPT,0.19,40.28111,-103.09917
K35GO-D,599,Haxtun,CO,LPT,0.25,40.64917,-102.68333
K35IX-D,599,Basalt,CO,LPT,0.075,39.35275,-107.09308
K35JS-D,599,Lamar,CO,LPT,0.25,38.03472,-102.43667
K35MZ-D,599,Las Animas,CO,LPD,0.134,38.06889,-103.23964
K35NQ-D,599,Mesa,CO,LPT,0.75,39.08831,-108.22578
K35NS-D,599,Montrose,CO,LPT,0.1,38.38664,-107.67589
K35OK-D,599,Julesburg,CO,LPT,0.182,40.90511,-102.37589
K35OL-D,599,Yuma,CO,LPT,0.5,40.14306,-102.81472
K35OM-D,599,La Veta,CO,LPT,0.25,37.5,-105.00803
K35ON-D,599,Paonia,CO,LPT,0.1,38.87453,-107.66183
K35OO-D,599,Del Norte,CO,LPT,0.25,37.675,-106.24225
K35OQ-D,599,San Luis,CO,LPT,0.25,37.20389,-105.4275
K35OR-D,599,Aguilar,CO,LPT,0.25,37.38611,-104.63719
K35PE-D,599,Snowmass Village,CO,LPT,0.07,39.219,-106.90975
K35PU-D,599,Durango,CO,LPT,0.75,37.26278,-107.90006
K36AC-D,605,Yuma,CO,LPT,0.192,40.14306,-102.81472
K36GX-D,605,Basalt,CO,LPT,0.075,39.35275,-107.09308
K36IH-D,605,Ignacio,CO,LPT,0.17,37.18417,-107.48558
K36JB-D,605,Cripple Creek,CO,LPT,0.25,38.74997,-105.19553
K36LB-D,605,Cheyenne Wells,CO,LPT,0.236,38.79589,-102.54942
K36OY-D,605,Sterling,CO,LPT,0.182,40.59111,-103.04019
K36PS-D,605,Julesburg,CO,LPT,0.182,40.90511,-102.37589
K36PT-D,605,Haxtun,CO,LPT,0.24,40.64917,-102.68333
K36PY-D,605,Pagosa Springs,CO,LPT,0.19,37.19242,-107.09936
K36QB-D,605,Cortez,CO,LPT,0.25,37.32553,-108.24922
K36QV-D,605,Grand Junction,CO,LPT,0.04,39.09628,-108.58886
K36RM-D,605,Lamar,CO,LPT,0.25,38.03806,-102.42972
KAVC-LD,551,Denver,CO,LPD,9.9,39.96007,-105.21342
KBDI-TV,213,Broomfield,CO,DTV,33.6,39.68192,-105.49747
KBRO-LD,57,Denver,CO,LPD,3.0,39.72944,-105.23611
KCDO-TV,527,Sterling,CO,DTV,1000.0,40.03367,-103.93858
KCEC,581,Boulder,CO,DTV,650.0,39.6715,-105.21889
KCNC-TV,599,Denver,CO,DTV,1000.0,39.73072,-105.23211
KDDI-LD,527,Idaho Springs,CO,LPD,0.58,39.67547,-105.48456
KDEN-TV,563,Longmont,CO,DTV,800.0,40.09917,-104.90089
KDEO-LD,515,Denver,CO,LPD,2.0,39.73303,-105.23719
KDNF-LD,509,Arvada,CO,LPD,84.0,39.59969,-105.21025
KDVR,605,Denver,CO,DTV,1000.0,39.72836,-105.23769
KETD,479,Castle Rock,CO,DTV,200.0,39.67139,-105.21889
KFCT,515,Fort Collins,CO,DTV,50.0,40.64222,-104.81861
KFQX,479,Grand Junction,CO,DTV,71.5,39.06608,-108.74675
KGHB-CD,515,"Pueblo, Etc.",CO,DCA,15.0,38.37261,-104.56108
KGJT-CD,551,Grand Junction,CO,DCA,1.94,39.08914,-108.22756
KHDT-LD,195,Denver,CO,LPD,3.0,39.72942,-105.23608
KHSB-LD,587,Steamboat Springs,CO,LPD,1.75,40.45442,-106.74281
KJCS-LD,473,Colorado Springs,CO,LPD,5.5,38.77275,-104.99331
KJCT-CD,509,Grand Junction,CO,DCA,15.0,39.04858,-108.25228
KKCO,207,Grand Junction,CO,DTV,32.6,39.06664,-108.7465
KKTV,545,Colorado Springs,CO,DTV,350.0,38.745,-104.8625
KLML,177,Grand Junction,CO,DTV,9.7,39.04858,-108.25228
KLPD-LD,569,Denver,CO,LPD,15.0,39.72942,-105.23608
KMGH-TV,177,Denver,CO,DTV,54.0,39.73072,-105.23211
KMLN-LD,533,Fort Collins,CO,LPD,7.5,40.49358,-105.18192
KOAA-TV,539,Pueblo,CO,DTV,1000.0,38.74414,-104.86325
KPDD-LD,69,Denver,CO,LPD,3.0,39.72944,-105.23611
KPJR-TV,491,Greeley,CO,DTV,633.0,40.09972,-104.90111
KPXC-TV,497,Denver,CO,DTV,330.0,40.09647,-104.90164
KPXH-LD,485,Fort Collins,CO,LPD,11.0,40.54625,-105.19775
KQAF-LD,599,Pueblo / La Junta,CO,LPD,10.0,38.28011,-104.55303
KQDK-CD,485,Denver,CO,DCA,15.0,39.72892,-105.23611
KRDH-LD,79,"Cripple Creek, Etc.",CO,LPD,3.0,39.72892,-105.23611
KRDO-TV,533,Colorado Springs,CO,DTV,200.0,38.74586,-104.86086
KREG-TV,527,Glenwood Springs,CO,DTV,16.1,39.41861,-107.36889
KREX-TV,57,Grand Junction,CO,DTV,0.8,39.08806,-108.56667
KREY-TV,213,Montrose,CO,DTV,2.6,38.51722,-107.85389
KREZ-TV,479,Durango,CO,DTV,46.0,37.26278,-107.90006
KRMA-TV,587,Denver,CO,DTV,1000.0,39.6715,-105.21889
KRMJ,497,Grand Junction,CO,DTV,21.0,39.06608,-108.74592
KRMT,509,Denver,CO,DTV,84.0,39.59969,-105.21025
KRMU,509,Durango,CO,DTV,12.6,37.26278,-107.90006
KRMZ,195,Steamboat Springs,CO,DTV,0.481,40.46194,-106.85
KRTN-TV,587,Durango,CO,DTV,32.0,37.26278,-107.90006
KSBS-CD,503,Denver,CO,DCA,15.0,39.73306,-105.23667
KSPK-LD,557,Walsenburg,CO,LPD,15.0,37.6275,-104.82192
KSZG-LD,509,Aspen,CO,LPD,0.38,39.21831,-106.86058
KTFD-TV,557,Denver,CO,DTV,400.0,39.73278,-105.23611
KTLO-LD,563,Colorado Springs,CO,LPD,14.0,38.82861,-104.83944
KTLP-LD,593,Pueblo,CO,LPD,1.2,38.37261,-104.56108
KTNP-LD,189,Colorado Springs,CO,LPD,3.0,38.89625,-104.79894
KTSC,183,Pueblo,CO,DTV,22.4,38.74536,-104.86147
KTVD,575,Denver,CO,DTV,960.0,39.73072,-105.23211
KUSA,189,Denver,CO,DTV,45.0,39.73072,-105.23211
KVAI-CD,69,Denver,CO,DCA,3.0,39.72944,-105.23611
KVSK-LD,605,Avon,CO,LPD,0.107,39.62203,-106.47989
KVSN-DT,551,Pueblo,CO,DTV,232.0,38.74497,-104.86094
KWGN-TV,593,Denver,CO,DTV,1000.0,39.73278,-105.23611
KWHS-LD,195,Colorado Springs,CO,LPD,3.0,38.74497,-104.86094
KXDP-LD,85,Denver,CO,LPD,3.0,39.91331,-105.29303
KXRM-TV,521,Colorado Springs,CO,DTV,51.0,38.74525,-104.86164
KXTU-LD,509,Colorado Springs,CO,LPD,2.9,38.74552,-104.86144
KZCO-LD,569,Denver,CO,LPD,15.0,39.72942,-105.23608
KZCS-LD,497,Colorado Springs,CO,LPD,15.0,38.74414,-104.86325
KZDN-LD,473,Denver,CO,LPD,15.0,39.72942,-105.23608
KZFC-LD,545,Windsor,CO,LPD,2.2,40.45569,-104.92503
W24EZ-D,533,Allingtown,CT,LPD,6.0,41.29119,-72.96786
W26GB-D,545,Norwich,CT,LPD,6.0,41.46861,-72.20361
W32GJ-D,581,Willimantic,CT,LPD,9.0,41.46861,-72.20361
WCCT-TV,587,Waterbury,CT,DTV,220.0,41.70361,-72.83194
WCTX,195,New Haven,CT,DTV,20.5,41.42283,-72.95136
WEDH,569,Hartford,CT,DTV,497.0,41.70361,-72.83194
WEDN,189,Norwich,CT,DTV,4.2,41.52056,-72.16694
WEDW,515,Stamford,CT,DTS,210.0,40.74833,-73.98583
WEDY,569,New Haven,CT,DTV,497.0,41.70361,-72.83194
WFSB,605,Hartford,CT,DTV,1000.0,41.775,-72.80508
WHCT-LD,599,"Hartford, New Haven",CT,LPD,15.0,41.70361,-72.83194
WHPX-TV,557,New London,CT,DTV,500.0,41.70361,-72.83194
WRDM-CD,575,Hartford,CT,DCA,374.0,41.70056,-72.83194
WRNT-LD,581,Hartford,CT,LPD,15.0,41.79678,-72.79681
WTIC-TV,593,Hartford,CT,DTV,526.0,41.70361,-72.83194
WTNH,195,New Haven,CT,DTV,20.5,41.42283,-72.95136
WUTH-CD,521,Hartford,CT,DCA,15.0,41.70833,-72.47556
WUVN,521,Hartford,CT,DTV,15.0,41.70833,-72.47556
WVIT,575,New Britain,CT,DTV,374.0,41.70056,-72.83194
WVMA-CD,527,Hartford,CT,DCA,15.0,41.852,-71.77914
WWAX-LD,551,Hartford,CT,LPD,15.0,41.775,-72.80508
WXGN-LD,551,Danbury,CT,LPD,15.0,41.49353,-73.42886
WZME,515,Bridgeport,CT,DTS,210.0,40.74833,-73.98583
W04EA-D,69,Washington,DC,LPD,1.7,38.94006,-77.08125
WDCA,605,Washington,DC,DTV,1000.0,38.96386,-77.10478
WDCW,479,Washington,DC,DTV,1000.0,38.94,-77.08139
WDDN-LD,527,Washington,DC,LPD,10.0,39.0,-77.05694
WDME-CD,509,Washington,DC,DCA,15.0,38.94006,-77.08125
WETA-TV,575,Washington,DC,DTV,1000.0,38.95028,-77.07944
WHUT-TV,587,Washington,DC,DTV,416.0,38.95028,-77.07944
WIAV-CD,569,Washington,DC,DCA,48.0,38.94006,-77.08125
WJLA-TV,177,Washington,DC,DTV,52.0,38.95028,-77.07944
WMDO-CD,473,Washington,DC,DCA,15.0,38.94,-77.08139
WRC-TV,593,Washington,DC,DTV,1000.0,38.94,-77.08139
WRZB-LD,581,Washington,DC,LPD,15.0,38.94,-77.08139
WTTG,605,Washington,DC,DTV,1000.0,38.96386,-77.10478
WUSA,189,Washington,DC,DTV,52.0,38.95028,-77.07944
WWTD-LD,473,Washington,DC,LPD,15.0,38.94,-77.08139
WZDC-CD,593,Washington,DC,DCA,1000.0,38.94,-77.08139
W07EA-D,177,Wilmington,DE,LPD,3.0,39.60936,-75.62869
W14DK-D,473,Dagsboro,DE,LPD,0.5,38.64211,-76.05806
WDPB,533,Seaford,DE,DTV,65.2,38.65444,-75.61083
WDPN-TV,57,Wilmington,DE,DTV,45.0,40.04169,-75.23614
WHYY-TV,213,Wilmington,DE,DTV,30.0,40.04192,-75.23942
WMDE,79,Dover,DE,DTV,10.0,38.95494,-76.09269
WPPX-TV,593,Wilmington,DE,DTV,310.0,40.04417,-75.24028
W02DE-D,57,Jacksonville Beach,FL,LPD,3.0,30.28917,-81.47383
W03BU-D,63,Miami,FL,LPD,3.0,25.79039,-80.37006
W03CA-D,63,Tallahassee,FL,LPD,1.88,30.57444,-84.2025
W04DX-D,69,Tallahassee,FL,LPD,1.88,30.57444,-84.2025
W04EC-D,69,Orlando,FL,LPD,3.0,28.52811,-81.248
W04EM-D,69,Gainesville,FL,LPD,3.0,29.62992,-82.57333
W05CO-D,79,Sarasota,FL,LPD,0.2,27.55844,-82.36586
W05DH-D,79,Jupiter,FL,LPD,3.0,26.762,-80.07811
W08EQ-D,183,Tallahassee,FL,LPD,0.2,30.57444,-84.2025
W08EV-D,183,Miami,FL,LPT,3.0,25.98611,-80.19342
W08EW-D,183,Miami,FL,LPT,3.0,25.77383,-80.18797
W09DS-D,189,Port St. Lucie,FL,LPD,3.0,27.46186,-80.33061
W11DH-D,201,Wabasso,FL,LPD,1.8,27.02556,-80.17831
W11DV-D,201,Jacksonville,FL,LPD,3.0,30.27689,-81.56583
W12DI-D,207,Key West,FL,LPT,0.3,24.5555,-81.80125
W12EA-D,207,Orlando,FL,LPD,3.0,28.62097,-81.40939
W13EA-D,213,Melbourne,FL,LPD,3.0,28.05325,-80.70619
W14EU-D,473,Tallahassee,FL,LPD,0.1,30.49222,-84.28667
W14FM-D,473,Port St. Lucie,FL,LPD,3.0,27.32433,-80.31328
W15EO-D,479,Sebastian,FL,LPD,15.0,27.37958,-80.38211
W15EQ-D,479,Tallahassee,FL,LPD,15.0,30.57444,-84.2025
W16CA-D,485,Homestead,FL,LPT,9.0,25.53997,-80.46844
W16CC-D,485,West Gate,FL,LPD,3.0,25.99314,-80.17389
W16CL-D,485,Key West,FL,LPD,0.1,24.5525,-81.79778
W16DQ-D,485,Tampa,FL,LPD,15.0,27.81967,-82.26056
W16EU-D,485,Ormond Beach,FL,LPD,15.0,29.25892,-81.11792
W17EM-D,515,Tallahassee,FL,LPD,15.0,30.57375,-84.20353
W17EW-D,491,Tallahassee,FL,LPD,15.0,30.35881,-84.61047
W18EU-D,497,Miami,FL,LPD,15.0,25.98611,-80.19342
W19CO-D,503,Pensacola,FL,LPD,15.0,30.51497,-87.29564
W19EX-D,503,Gainesville,FL,LPD,15.0,29.53667,-82.39972
W20DX-D,509,Panama City,FL,LPD,14.5,30.18361,-85.776
W20ES-D,509,Reddick,FL,LPD,0.2,29.34761,-82.21797
W21DX-D,515,Ocala,FL,LPT,4.9,29.26833,-82.08056
W24EY-D,533,Panama City,FL,LPD,0.55,30.18361,-85.776
W25DQ-D,539,Key West,FL,LPD,0.1,24.5525,-81.79778
W25ER-D,539,Vero Beach,FL,LPD,0.25,27.6375,-80.46611
W26DP-D,545,Inverness,FL,LPT,7.35,28.88917,-82.38306
W26EX-D,545,Jacksonville,FL,LPD,15.0,30.27639,-81.56408
W27EO-D,551,Panama City,FL,LPD,0.1,30.18361,-85.776
W27EP-D,551,Destin,FL,LPD,0.3,30.71222,-86.12278
W27FF-D,551,Naples,FL,LPD,15.0,26.12631,-81.72136
W28FD-D,557,Lake City,FL,LPD,15.0,30.30631,-82.76794
W29CW-D,563,Duck Key,FL,LPD,0.1,24.7675,-80.94472
W29FN-D,563,Panama City,FL,LPD,0.2,30.18361,-85.776
W29FO-D,563,Tallahassee,FL,LPD,10.0,30.68064,-83.97239
W29FX-D,563,Key West,FL,LPT,0.25,24.5525,-81.79778
W30EE-D,569,Jacksonville,FL,LPD,15.0,30.32606,-81.65894
W30EM-D,569,Ocala,FL,LPD,15.0,29.39747,-82.42069
W31DC-D,575,Fort Pierce,FL,LPT,15.0,27.54639,-80.36861
W31EG-D,575,Tampa,FL,LPD,13.0,27.99367,-82.41272
W31EP-D,575,Fort Walton Beach,FL,LPD,15.0,30.43897,-86.6255
W31FL-D,575,Tallahassee,FL,LPD,15.0,30.4925,-84.28389
W32EZ-D,581,Jacksonville,FL,LPD,15.0,30.31333,-81.64944
W32FH-D,581,St. Petersburg,FL,LPD,15.0,27.84803,-82.76342
W33EP-D,587,Key West,FL,LPD,1.0,24.57172,-81.73872
W33FJ-D,587,Gainesville,FL,LPD,15.0,29.71,-82.38986
W34FF-D,593,Panama City,FL,LPD,15.0,30.43333,-85.41417
W35EC-D,599,Lake City,FL,LPD,15.0,30.25411,-82.68206
W36EC-D,605,Lakeland,FL,LPD,15.0,28.15056,-81.96144
W36FJ-D,605,Sebring,FL,LPT,8.0,27.45417,-81.40611
W36FS-D,605,Melbourne,FL,LPD,15.0,28.13703,-80.70328
WACX,177,Leesburg,FL,DTV,49.2,28.58683,-81.08264
WACX-LD,581,"Alachua, Etc.",FL,LPD,15.0,29.62992,-82.57333
WAMI-DT,533,Hollywood,FL,DTV,1000.0,25.98611,-80.19342
WANA-LD,485,Naples,FL,LPD,15.0,26.34167,-81.71042
WARP-CD,521,Tampa-St. Petersburg,FL,DCA,15.0,27.86711,-82.62386
WATV-LD,85,Orlando,FL,LPD,3.0,28.58683,-81.08264
WAWD,539,Fort Walton Beach,FL,DTV,42.0,30.45411,-86.86647
WBBH-TV,479,Fort Myers,FL,DTV,1000.0,26.82289,-81.76489
WBEC-TV,539,Boca Raton,FL,DTV,1000.0,25.98611,-80.19342
WBEH-CD,491,Miami,FL,DCA,15.0,25.96889,-80.22194
WBFS-TV,581,Miami,FL,DTV,1000.0,25.96889,-80.22194
WBIF,545,Marianna,FL,DTV,50.0,30.43333,-85.41417
WBMN-LD,491,Ocala,FL,LPD,15.0,29.53667,-82.39972
WBQP-CD,207,Pensacola,FL,DCA,3.0,30.43331,-87.21908
WBWP-LD,503,West Palm Beach,FL,LPD,9.0,26.79992,-80.07547
WBXJ-CD,593,"Jacksonville, Etc.",FL,DCA,15.0,30.27639,-81.56408
WCAY-CD,605,Key West,FL,DCA,5.74,24.56861,-81.73389
WCJB-TV,485,Gainesville,FL,DTV,343.6,29.53667,-82.39972
WCLF,515,Clearwater,FL,DTV,1000.0,27.8425,-82.26222
WCTU-LD,521,Pensacola,FL,LPD,5.0,30.47561,-87.25447
WCWJ,509,Jacksonville,FL,DTV,1000.0,30.27361,-81.55333
WDES-CD,521,Destin,FL,DCA,3.78,30.39722,-86.5075
WDFL-LD,201,Miami,FL,LPD,3.0,25.96889,-80.22194
WDGT-LD,79,Miami,FL,LPD,3.0,25.97111,-80.20861
WDNP-LD,593,Tampa,FL,LPD,15.0,27.93192,-82.40108
WDOX-LD,563,Palm Beach,FL,LPD,5.0,27.46631,-80.46503
WDSC-TV,533,New Smyrna Beach,FL,DTV,282.0,28.61,-81.05944
WDTO-LD,79,Orlando,FL,LPD,3.0,28.58108,-81.07533
WDYB-CD,515,Daytona Beach,FL,DCA,15.0,28.91975,-81.3185
WEAR-TV,491,Pensacola,FL,DTV,1000.0,30.61261,-87.64489
WECP-LD,599,Panama City,FL,LPD,15.0,30.3525,-85.39111
WEDQ,213,Tampa,FL,DTV,25.0,27.84764,-82.26372
WEDU,213,Tampa,FL,DTV,25.0,27.84764,-82.26372
WEFS,569,Cocoa,FL,DTV,300.0,28.61,-81.05944
WESH,201,Daytona Beach,FL,DTV,64.6,28.61,-81.05944
WEWA-LD,491,Wewahitchka,FL,LPD,14.0,30.11844,-85.20828
WEYS-LD,85,Miami,FL,LPD,3.0,25.97111,-80.20861
WEYW-LP,503,Key West,FL,LPD,5.0,24.57319,-81.74119
WFBD,563,Destin,FL,DTV,704.0,30.99789,-86.72031
WFEF-LD,539,Orlando,FL,LPD,15.0,28.57444,-81.4625
WFEO-LD,539,Gainesville,FL,LPD,15.0,30.27647,-81.56408
WFGC,177,Palm Beach,FL,DTV,67.6,26.58922,-80.21189
WFGX,473,Fort Walton Beach,FL,DTV,1000.0,30.61261,-87.64489
WFGZ-LD,521,Gainesville,FL,LPD,15.0,29.62992,-82.57333
WFIB-LD,85,Key West,FL,LPD,3.0,24.5555,-81.80125
WFLA-TV,189,Tampa,FL,DTV,41.0,27.8425,-82.26222
WFLX,599,West Palm Beach,FL,DTV,800.0,26.57519,-80.24197
WFOR-TV,521,Miami,FL,DTV,1000.0,25.96889,-80.22194
WFOX-TV,473,Jacksonville,FL,DTV,663.0,30.28108,-81.57006
WFSF-LD,195,Key West,FL,LPD,0.66,24.5555,-81.80125
WFSG,557,Panama City,FL,DTV,110.0,30.3675,-85.92444
WFSU-TV,581,Tallahassee,FL,DTV,937.8,30.35881,-84.61047
WFTS-TV,491,Tampa,FL,DTV,1000.0,27.8425,-82.26222
WFTT-TV,539,Venice,FL,DTV,750.0,27.81967,-82.26056
WFTV,599,Orlando,FL,DTV,1000.0,28.56894,-81.05433
WFTX-TV,593,Cape Coral,FL,DTV,1000.0,26.79436,-81.80111
WFUN-LD,509,Miami,FL,LPD,15.0,25.89156,-80.37192
WFXU,491,Live Oak,FL,DTV,13.4,30.55022,-83.01306
WGCT-LD,587,Tampa,FL,LPD,15.0,27.84764,-82.26372
WGCU,521,Fort Myers,FL,DTV,750.0,26.81528,-81.76167
WGEN-TV,183,Key West,FL,DTV,7.0,24.5555,-81.80125
WGFL,563,High Springs,FL,DTV,300.0,29.62992,-82.57333
WGOM-LD,195,Panama City,FL,LPD,3.0,30.1815,-85.78
WGPS-LD,515,Fort Myers,FL,LPD,5.0,26.44872,-81.81492
WGVT-LD,545,Gainesville,FL,LPD,12.0,29.74,-82.38658
WGZT-LD,551,Key West,FL,LPD,15.0,24.65944,-81.53806
WHBR,593,Pensacola,FL,DTV,1000.0,30.61261,-87.64489
WHDN-CD,545,Naples,FL,DCA,15.0,26.20231,-81.81342
WHDO-CD,605,Orlando,FL,DCA,14.4,28.36725,-81.38669
WHDT,593,Stuart,FL,DTV,943.1,26.57519,-80.24197
WHFT-TV,557,Miami,FL,DTV,701.0,25.99314,-80.17389
WHLV-TV,581,Cocoa,FL,DTV,900.0,28.58683,-81.08264
WIDM-LD,503,Panama City,FL,LPD,0.2,30.18361,-85.776
WINK-TV,575,Fort Myers,FL,DTV,793.0,26.80078,-81.76231
WJAN-CD,587,Miami,FL,DCA,15.0,25.54039,-80.46839
WJAX-TV,503,Jacksonville,FL,DTV,1000.0,30.28108,-81.57006
WJCT,189,Jacksonville,FL,DTV,17.5,30.28108,-81.57006
WJEB-TV,515,Jacksonville,FL,DTV,622.0,30.27639,-81.56408
WJGV-CD,539,Palatka,FL,DCA,15.0,29.58025,-81.699
WJHG-TV,485,Panama City,FL,DTV,1000.0,30.3525,-85.39111
WJKF-CD,557,Jacksonville,FL,DCA,15.0,30.27689,-81.56583
WJTC,599,Pensacola,FL,DTV,1000.0,30.58797,-87.55353
WJVF-LD,491,Jacksonville,FL,LPD,15.0,30.27689,-81.56583
WJXT,497,Jacksonville,FL,DTV,670.0,30.27361,-81.55333
