callsign,freq_mhz,city,state,class,erp_kw,lat,lon,facility_id
KYCC,90.100000,Stockton,CA,,41.0,37.958333,-121.281944,63464
KYCM,89.900000,Stockton,CA,,0.8,32.829722,-105.886944,93483
KYDA,101.700000,Sacramento,CA,,92.0,33.436944,-97.484722,28122
KYDO,96.100000,San Diego,CA,,25.0,32.679417,-116.515778,63471
KYDS,91.500000,Carmichael,CA,,0.41,38.609167,-121.360556,58888
KYKL,90.700000,Sacramento,CA,,0.21,37.560278,-121.605278,92062
KYLD,94.900000,San Francisco,CA,,30.0,37.689444,-122.436111,59989
KYMS,89.900000,Santa Ana,CA,,2.8,48.078333,-116.711667,90229
KYOE,102.300000,Fort Bragg,CA,,1.2,38.895556,-123.542778,16414
KYOR,88.900000,Sacramento,CA,,0.035,44.756389,-124.049722,92485
KYSO,88.700000,Sacrmento,CA,,0.0,42.258056,-123.658889,89860
KYUA,88.500000,Bishop,CA,,1.0,35.4775,-117.699444,93175
KZAP,96.700000,Chico,CA,,1.5,39.9625,-121.711111,56714
KZEP-FM,104.500000,Hollywood,CA,,100.0,29.418333,-98.483611,65329
KZFR,90.100000,Chico,CA,,6.3,39.806944,-121.626389,24541
KZIQ-FM,92.700000,Ridgecrest,CA,,3.0,35.616111,-117.643056,30158
KZJB,90.300000,Santa Ana,CA,,0.0,42.862778,-112.5175,90463
KZLV,91.300000,Sacramento,CA,,50.0,29.244167,-98.740833,66441
KZLZ,105.300000,Sacramento,CA,,0.58,32.248889,-111.116111,36022
KZND-FM,94.700000,San Francisco,CA,,21.5,61.336667,-149.5125,10770
KZOZ,93.300000,San Luis Obispo,CA,,23.0,35.361111,-120.655833,36025
KZRI,88.700000,Sacramento,CA,,3.7,45.333611,-121.7125,79245
KZRO,100.100000,Mt. Shasta,CA,,12.5,41.291667,-122.239167,21223
KZSC,88.100000,Oakland,CA,,20.0,37.002778,-122.051111,66310
KZST,100.100000,Santa Rosa,CA,,6.0,38.418611,-122.675833,55430
KZSU,90.100000,Stanford,CA,,0.5,37.411667,-122.178056,65452
KZSZ,107.500000,Chico,CA,,28.0,39.288056,-122.333889,51638
KZYR,97.700000,Bakersfield,CA,,15.0,39.634722,-106.446389,57335
KZYX,90.700000,Philo,CA,,3.4,39.022778,-123.521389,41157
KZYZ,91.500000,Philo,CA,,1.7,39.326389,-123.269444,41161
KZZS,98.300000,Santa Rosa,CA,,100.0,44.575528,-106.872694,89085
WARH,106.500000,Burbank,CA,,90.0,38.574361,-90.325417,74577
WAVA-FM,105.100000,Camarillo,CA,,33.0,38.891667,-77.131944,4644
WAWY,103.900000,Sacramento,CA,,2.55,42.105833,-88.376944,3135
WAYK,105.900000,Camarillo,CA,,1.25,38.173528,-85.913917,50764
WBFR,89.500000,Sacramento,CA,,0.0,33.483889,-86.809722,20989
WBGK,99.700000,Torrance,CA,,1.4,43.141111,-75.030278,110
WBHU,105.500000,Fresno,CA,,17.0,29.850278,-81.330278,53672
WBKC,90.900000,Santa Ana,CA,,0.92,39.321389,-86.518889,91951
WBKV,89.900000,Sacramento,CA,,16.0,42.688611,-78.754167,20725
WCOA-FM,88.900000,Sacramento,CA,,0.0,40.371389,-78.982222,20682
WCOB,88.300000,Sacramento,CA,,0.01,40.893056,-77.863333,91930
WCOX,91.100000,Sacramento,CA,,0.0,40.294444,-78.573611,91927
WCPR-FM,97.900000,Monterey,CA,,50.0,30.617222,-89.134167,72194
WCVM,94.700000,Santa Ana,CA,,4.0,41.741667,-85.242222,41670
WEFR,88.100000,Sacramento,CA,,0.63,41.966389,-80.111111,20975
WEPN-FM,98.700000,Burbank,CA,,6.0,40.748333,-73.986111,63781
WERC-FM,105.500000,Bakersfield,CA,,29.5,33.484444,-86.806944,62278
WFAN-FM,101.900000,Burbank,CA,,6.0,40.748333,-73.986111,67846
WFCH,88.500000,"Sacramento,",CA,,29.5,32.817778,-79.835556,20853
WFIA-FM,94.700000,Camarillo,CA,,3.3,38.283889,-85.904722,48371
WFRS,88.900000,Sacramento,CA,,1.5,40.8075,-73.18,20927
WGBL,96.700000,Monterey,CA,,4.3,30.458611,-89.079444,61305
WHHL,104.100000,Burbank,CA,,50.0,38.652222,-90.284167,74578
WHLP,89.900000,Santa Ana,CA,,8.0,41.435833,-86.846667,91345
WIBC,93.100000,Burbank,CA,,13.5,39.7675,-86.003333,19524
WIMX,95.700000,Riverside,CA,,3.5,41.471944,-83.418056,7730
WJCA,102.100000,Santa Ana,CA,,3.7,43.188611,-78.148056,86922
WJCH,91.900000,Sacramento,CA,,50.0,41.415278,-88.271944,20847
WJCX,99.500000,Santa Ana,CA,,6.0,44.803056,-69.168333,421
WJIK,89.300000,Santa Ana,CA,,2.1,31.891111,-87.7125,90846
WJWD,90.300000,Santa Ana,CA,,0.051,43.344444,-89.102778,93445
WKCC,90.500000,Sacramento,CA,,25.0,32.432778,-84.950556,20810
WKDD,98.100000,Camarillo,CA,,50.0,41.2,-81.523056,43863
WKEL,88.100000,Sacramento,CA,,15.0,43.070583,-77.092917,20953
WKGW,91.700000,Sacramento,CA,,0.0,41.987222,-74.020278,20688
WKMW,88.700000,Sacramento,CA,,4.2,32.092778,-84.282222,90111
WKQX,101.100000,Burbank,CA,,5.7,41.898889,-87.623056,19525
WKVH,91.900000,Sacramento,CA,,1.5,30.670278,-83.940556,93356
WKVP,106.900000,Oakland,CA,,38.0,39.909167,-75.1,20842
WKVY,88.100000,Sacramento,CA,,0.0,37.076667,-84.810833,93774
WLGF,107.100000,Monterey,CA,,2.8,30.458611,-89.079444,37096
WLHK,97.100000,Burbank,CA,,23.0,39.668333,-86.028889,19522
WLST,95.100000,San Rafael,CA,,100.0,45.063333,-87.657222,47935
WLXW,89.700000,Sacramento,CA,,67.0,31.835833,-88.8725,90975
WLZL,107.900000,Sacramento,CA,,49.0,38.996,-76.656944,20983
WMWK,88.100000,Sacramento,CA,,1.1,43.090556,-87.897222,21010
WOFR,89.500000,Sacramento,CA,,10.0,42.110556,-85.6325,91642
WOJC,89.700000,Santa Ana,CA,,0.0,38.844167,-85.823889,93802
WORD-FM,101.500000,Camarillo,CA,,43.0,40.482778,-79.991944,58627
WOTL,90.300000,Sacramento,CA,,0.7,41.646667,-83.606111,20678
WPFW,89.300000,Berkeley,CA,,50.0,38.935833,-77.0925,51255
WPPN,106.700000,Camarillo,CA,,50.0,42.136111,-87.981944,25053
WQHT,97.100000,Burbank,CA,,6.7,40.748333,-73.986111,19615
WQKO,91.900000,Santa Ana,CA,,1.6,41.650278,-85.353333,39886
WSRI,88.700000,Sacramento,CA,,0.6,41.704444,-88.433889,93787
WTHI-FM,99.900000,Burbank,CA,,50.0,39.465833,-87.403333,70652
WTMK,88.500000,Santa Ana,CA,,3.4,41.304167,-87.025,90498
WVBN,103.900000,Sacramnto,CA,,0.98,40.88,-73.877778,14380
WVIG,105.500000,Burbank,CA,,3.3,39.453611,-87.470833,68824
WVRH,94.300000,Santa Ana,CA,,6.0,36.493889,-78.189722,1208
WVRL,88.300000,Santa Ana,CA,,50.0,36.311111,-76.292778,86560
WWFR,91.700000,Sacramento,CA,,2.65,27.120556,-80.399722,20785
WXBK,94.700000,Sacramento,CA,,23.5,40.788056,-74.255278,20886
WXYK,105.900000,Monterey,CA,,25.0,30.405278,-88.790556,72132
WYHI,99.900000,Sacramento,CA,,50.0,41.301111,-87.826389,23476
WYMK,106.300000,Sacramnto,CA,,0.98,41.185833,-73.678056,70274
WYTN,91.700000,Sacramento,CA,,0.9,41.057778,-80.645,20940
KAFM,88.100000,Palisade,CO,,0.3,39.066667,-108.744722,24780
KAJX,91.500000,Aspen,CO,,0.38,39.196667,-106.803889,3009
KALC,105.900000,Denver,CO,,96.0,39.732778,-105.235556,59601
KALQ-FM,93.500000,Alamosa,CO,,2.8,37.472222,-105.853611,12813
KASF,90.900000,Alamosa,CO,,1.1,37.472222,-105.8775,451
KATC-FM,95.100000,Colorado Springs,CO,,58.0,38.745278,-104.860833,66249
KATR-FM,98.300000,Greeley,CO,,100.0,40.420278,-102.969444,48397
KATT-FM,100.500000,Denver,CO,,29.0,35.560278,-97.485278,8797
KBCR-FM,96.900000,Lakewood,CO,,3.0,40.451389,-106.751111,63190
KBIL,89.700000,Morrison,CO,,0.0,45.853333,-108.763889,91510
KBUT,90.300000,Crested Butte,CO,,1.0,38.901944,-106.9725,14492
KBVC,104.100000,Buena Vista,CO,,0.6,38.745833,-106.198611,56386
KCCS,91.700000,Colorado Springs,CO,,0.37,36.9925,-104.473333,92310
KCFP,91.900000,Denver,CO,,0.6,38.373056,-104.561667,12326
KCFR-FM,90.100000,Denver,CO,,52.0,39.732778,-105.235556,53777
KCIC,88.500000,Grand Junction,CO,,0.44,39.078056,-108.476667,52039
KCJX,88.900000,Aspen,CO,,4.0,39.418889,-107.369444,85785
KCME,88.700000,Colorado Springs,CO,,8.9,38.744444,-104.861389,10791
KCRT-FM,92.500000,Trinidad,CO,,38.5,36.9925,-104.473333,52478
KCSU-FM,90.500000,Denver,CO,,10.0,40.6,-105.155833,62435
KDNG,89.300000,Ignacio,CO,,0.2,37.262222,-107.899444,93294
KDNK,88.100000,Denver,CO,,1.2,39.418889,-107.369444,88445
KDUR,91.900000,Durango,CO,,0.0,37.278056,-107.8725,22087
KECC,89.100000,Colorado Springs,CO,,0.74,37.978611,-103.58,90782
KEJJ,98.300000,Montrose,CO,,3.0,38.522778,-106.907778,57338
KEPC,89.700000,Colorado Springs,CO,,10.0,38.761389,-104.784444,52595
KFCO,107.100000,Greeley,CO,,97.0,39.922778,-103.971667,35023
KGNU-FM,88.500000,Boulder,CO,,4.0,39.9925,-105.154444,6512
KGU-FM,99.500000,Denver,CO,,100.0,21.3975,-158.100278,641
KIFT,106.300000,Dillon,CO,,50.0,40.12,-106.236944,24746
KILO,94.300000,Colorado Springs,CO,,59.2,38.745556,-104.861667,12367
KIMN,100.300000,Denver,CO,,98.6,39.673444,-105.217361,59597
KISZ-FM,97.900000,Pleasantville,CO,,100.0,37.363333,-108.15,54005
KJHM,101.500000,Sterling,CO,,97.0,39.922778,-103.971667,38629
KJWA,89.700000,Rye,CO,,0.16,37.237222,-104.514444,87410
KKDC,93.300000,Durango,CO,,26.0,37.465556,-108.528889,88574
KKFN,104.300000,Denver,CO,,91.0,39.695833,-105.165,71767
KKNN,95.100000,Grand Junction,CO,,100.0,38.877778,-108.225,47114
KKWD,104.900000,Denver,CO,,6.0,35.498056,-97.619444,6509
KKXK,94.100000,Montrose,CO,,90.0,38.337778,-107.639722,73624
KLBV,89.300000,Morrison,CO,,0.0,40.451111,-106.751667,92357
KLCQ,88.500000,Colorado Springs,CO,,0.0,37.261667,-107.906111,88486
KLDV,91.100000,Morrison,CO,,100.0,39.6,-105.209722,12354
KLFV,90.300000,Morrison,CO,,3.0,39.065833,-108.746667,12341
KLMP,88.300000,Colorado Springs,CO,,63.0,44.328333,-103.834167,88452
KLMQ,90.700000,Colorado Springs,CO,,0.1,37.991389,-107.9725,89631
KLRY,91.300000,Morrison,CO,,0.11,39.775,-106.845833,90501
KLWV,90.900000,Morrison,CO,,100.0,41.310833,-105.453333,91514
KLXV,91.900000,Morrison,CO,,0.75,39.425,-107.379444,12361
KLZV,91.300000,Morrison,CO,,6.0,40.148889,-103.284444,89509
KMCJ,99.500000,Estes Park,CO,,100.0,46.175556,-106.405833,87790
KMGJ,93.100000,Grand Junction,CO,,100.0,39.066389,-108.744722,47115
KMOZ-FM,92.300000,Grand Junction,CO,,100.0,39.066667,-108.744722,39464
KMSA,91.300000,Grand Junction,CO,,3.1,39.065556,-108.747778,41300
KMTS,99.100000,Glenwood Springs,CO,,10.0,39.5325,-107.341667,12378
KNAB-FM,104.100000,Burlington,CO,,51.0,39.294722,-102.260278,35205
KNEC,100.900000,Sterling,CO,,23.0,40.009167,-102.759722,84353
KNKK,107.100000,Aspen,CO,,15.5,35.032778,-114.365833,78087
KNNG,104.700000,Sterling,CO,,100.0,40.5825,-103.032222,33001
KOSI,101.100000,Denver,CO,,98.6,39.673444,-105.217389,67844
KOTO,91.700000,Telluride,CO,,8.4,37.933056,-107.833056,58920
KPMX,105.700000,Sterling,CO,,12.0,40.5325,-103.122778,4155
KPRB,106.300000,Fort Morgan,CO,,7.0,40.217222,-103.696139,81409
KPRE,89.900000,Denver,CO,,1.5,39.634722,-106.446389,53722
KPRH,88.300000,Denver,CO,,3.5,38.387222,-107.674444,87104
KPRN,89.500000,Denver,CO,,19.83,39.066111,-108.745278,53774
KPRU,103.300000,Denver,CO,,12.0,38.877778,-108.225556,84439
KPYR,88.300000,Denver,CO,,0.25,40.563889,-107.611111,92704
KQKS,107.500000,Denver,CO,,91.0,39.695833,-105.165,35574
KQLR,89.700000,Morrison,CO,,0.0,46.006111,-112.4425,94233
KQMT,99.500000,Denver,CO,,74.0,39.728889,-105.235556,26929
KQSE,102.500000,Limon,CO,,1.35,39.738333,-106.799444,86173
KQVO,97.700000,Denver,CO,,6.0,32.68,-115.426667,8175
KRAI-FM,93.700000,Craig,CO,,100.0,40.576389,-107.608056,72437
KRCC,91.500000,Colorado Springs,CO,,2.1,38.745278,-104.861667,65563
KRFC,88.900000,Fort Collins,CO,,0.01,40.581389,-104.905556,82804
KRWA,90.900000,Rye,CO,,10.0,37.944444,-104.998889,87409
KRXP,103.900000,Pueblo,CO,,1.75,38.745556,-104.861667,53845
KRYD,104.900000,Grand Junction,CO,,23.62,38.316389,-108.198611,57324
KRZA,88.700000,Alamasa,CO,,9.8,36.860278,-106.006944,19660
KSJD,91.500000,Cortez,CO,,1.2,37.4825,-108.509444,58851
KSKE-FM,101.700000,Aspen,CO,,12.0,39.738333,-106.799444,44012
KSLT,107.100000,Rapid City,CO,,100.0,44.328333,-103.834167,5475
KSPK-FM,102.300000,Walsenburg,CO,,100.0,37.6275,-104.821389,39677
KSTR-FM,96.100000,Grand Junction,CO,,89.0,38.877778,-108.225833,21629
KSUT,91.300000,Ignacio,CO,,2.0,37.184167,-107.485,35816
KTAD,89.900000,Colorado Springs,CO,,0.0,40.5325,-103.122778,91471
KTAW,89.300000,Colorado Sorings,CO,,0.0,37.6275,-104.821389,89073
KTCF,89.500000,Colorado Springs,CO,,0.5,37.468611,-108.546667,94188
KTDL,90.700000,Colorado Springs,CO,,0.45,36.9925,-104.473333,93645
KTDX,89.300000,Colorado Springs,CO,,0.45,41.310833,-105.453333,93647
KTHN,92.100000,La Junta,CO,,3.0,37.9875,-103.567222,7046
KTLC,89.100000,Colorado Springs,CO,,1.15,38.755833,-105.217222,88201
KTLF,90.500000,Colorado Springs,CO,,0.0,38.745278,-104.860833,18796
KTMH,89.900000,Colorado Springs,CO,,0.0,38.3875,-107.675278,89574
KTOL,90.900000,Colorado Springs,CO,,0.45,39.234722,-106.299722,94202
KTPF,91.300000,Colorado Springs,CO,,0.39,38.446667,-106.01,94198
KTPL,88.300000,Morrison,CO,,65.0,37.944444,-104.998889,12362
KTPS,89.700000,Colorado Springs,CO,,0.38,37.192222,-107.098611,94189
KTSC-FM,89.500000,Pueblo,CO,,8.0,38.310556,-104.577778,69148
KTSG,91.700000,Colordo Springs,CO,,2.5,40.461944,-106.849444,88717
KTWF,95.500000,Englewood,CO,,19.0,33.684333,-98.612722,855
KUNC,91.500000,Greeley,CO,,36.0,40.6175,-105.3275,68219
KUTE,90.100000,Ignacio,CO,,0.0,37.364167,-107.782222,82446
KUUT,89.700000,Ignacio,CO,,0.0,36.671111,-108.231667,91346
KUVO,89.300000,Denver,CO,,11.86,39.673444,-105.217389,16687
KVAY,105.700000,Lamar,CO,,100.0,38.112222,-102.960833,31531
KVMT,89.100000,Paonia,CO,,8.0,38.314444,-108.200556,85576
KVNC,90.900000,Colorado Springs,CO,,0.1,39.616111,-106.449444,94204
KVNF,90.900000,Paonia,CO,,2.6,38.874444,-107.661111,49221
KVOD,88.100000,Lakewood,CO,,4.4,39.732778,-105.235556,83535
KVOQ,102.300000,Aurora,CO,,1.0,39.733056,-105.236111,37028
KVOV,90.500000,Carbondale,CO,,0.45,39.418889,-107.369444,8764
KVQI,88.500000,Denver,CO,,5.0,39.615556,-106.449167,89878
KVRH-FM,92.300000,Salida,CO,,0.22,38.453056,-106.017222,1020
KWGL,105.700000,Grand Junction,CO,,60.0,38.387778,-107.674444,58856
KWSB-FM,91.100000,Gunnison,CO,,0.135,38.522778,-106.907778,71962
KWUF-FM,106.100000,Colorado Springs,CO,,0.5,37.192222,-107.098611,51286
KXGR,89.700000,Morrison,CO,,0.1,40.6175,-105.327778,89401
KXWA,101.900000,Colorado Springs,CO,,9.5,39.385278,-105.047778,70822
KYDN,95.300000,Monte Vista,CO,,6.0,37.602778,-106.149444,58901
KYGO-FM,98.500000,Denver,CO,,98.8,39.673444,-105.217389,30829
KYIS,98.900000,Denver,CO,,100.0,35.560278,-97.485278,8798
KYSL,93.900000,Frisco,CO,,0.56,39.556111,-106.114722,35577
KZKS,105.300000,Grand Junction,CO,,60.0,39.4325,-108.129444,71959
KZQX,100.300000,Englewood,CO,,2.45,32.376944,-94.571667,15982
WKVW,93.300000,Denver,CO,,1.7,38.273611,-81.524167,54370
WWLS-FM,98.100000,Denver,CO,,28.87,35.560278,-97.485278,37435
KARS-FM,102.900000,West Redding,CT,,83.0,40.876944,-105.695556,10334
KDWY,105.300000,Redding,CT,,16.0,41.838333,-110.503056,77947
KHTN,104.700000,Greenwich,CT,,1.95,37.533333,-120.03,20334
KIIK-FM,104.900000,Westport,CT,,12.5,41.719722,-90.570278,12234
KIOO,99.700000,Greenwich,CT,,25.0,36.107222,-119.029167,7708
KKBB,99.300000,Greenwich,CT,,10.0,35.459167,-119.020278,7720
KKHQ-FM,98.500000,Westport,CT,,15.0,42.441944,-92.397222,66780
KLLY,95.300000,Greenwich,CT,,12.5,35.459167,-119.020278,7709
KNHT,102.500000,Sandy Hook,CT,,4.5,40.500833,-124.286111,17412
KOEL-FM,92.300000,Westport,CT,,95.0,42.682417,-91.880556,28472
KSEQ,97.100000,Greenwich,CT,,17.0,36.635556,-118.942222,7717
KUBB,96.300000,Greenwich,CT,,1.95,37.533333,-120.03,7707
KWAV,96.900000,Greenwich,CT,,18.0,36.534722,-121.620556,7714
WAPJ,89.900000,Torrington,CT,,0.04,41.8025,-73.165083,66472
WBMW,106.500000,Ledyard,CT,,12.5,41.434167,-72.002222,55404
WCLX,102.900000,Wilton,CT,,6.0,44.220556,-73.409722,72034
WCNI,90.900000,New London,CT,,0.0,41.381389,-72.107778,13621
WDAQ,98.300000,Danbury,CT,,1.3,41.374167,-73.446389,4822
WDJW,89.700000,Somers,CT,,0.009,41.961944,-72.464167,71340
WDRC-FM,102.900000,Greenwich,CT,,19.5,41.562222,-72.844444,7718
WECS,90.100000,Willimantic,CT,,0.43,41.683333,-72.216944,18298
WEDW-FM,88.500000,Hartford,CT,,2.0,41.046944,-73.526667,13619
WEER,88.700000,Bridgeport,CT,,0.005,41.031944,-71.975833,91175
WERB,94.500000,Berlin,CT,,0.024,41.621667,-72.753611,4826
WESU,88.100000,Middletown,CT,,6.0,41.553333,-72.658056,71537
WFAR,93.300000,"Danbury,",CT,,0.015,41.395556,-73.423333,15393
WFCS,107.700000,New Britain,CT,,0.036,41.693333,-72.763611,9867
WGBF-FM,103.100000,Westport,CT,,3.2,37.781667,-87.623694,659
WGRS,91.500000,Monroe,CT,,2.8,41.2885,-72.65875,43527
WGSK,90.100000,Monroe,CT,,0.077,41.681667,-73.486944,61119
WHUS,91.700000,Storrs,CT,,1.2,41.813889,-72.26,65451
WIHS,104.900000,Middletown,CT,,3.1,41.505,-72.658889,13634
WILI-FM,98.300000,Williamantic,CT,,1.05,41.683333,-72.215833,66179
WJLT,105.300000,Westport,CT,,50.0,38.079167,-87.61,36946
WJMJ,88.900000,Hartford,CT,,2.3,41.703611,-72.8325,62175
WKZE-FM,98.100000,Sharon,CT,,1.8,41.918889,-73.572778,67776
WMNR,88.100000,Monroe,CT,,5.0,41.318889,-73.253611,43531
WMOS,102.300000,Mystic,CT,,3.0,41.406389,-71.8375,60251
WNHI,106.500000,Wilton,CT,,2.9,43.400278,-71.1575,86163
WNHU,88.700000,West Haven,CT,,1.7,41.291389,-72.961111,69070
WNPR,90.500000,Hartford,CT,,18.5,41.561667,-72.844722,13627
WOLF-FM,92.100000,Greenwich,CT,,25.0,43.152778,-76.193056,7716
WOOD-FM,106.900000,Westport,CT,,50.0,43.23,-86.084167,25086
WPKN,89.500000,Bridgeport,CT,,10.0,41.278889,-73.185556,73886
WPKT,89.100000,Hartford,CT,,5.1,41.519722,-72.167778,13618
WQAQ,98.100000,Hamden,CT,,0.018,41.419611,-72.906278,54311
WQQQ,103.300000,Wilton,CT,,1.5,41.918889,-73.572778,54785
WQTQ,89.900000,Hartford,CT,,0.115,41.796389,-72.695,26311
WRIP,97.900000,Wilton,CT,,0.58,42.285,-74.264444,83204
WRLI-FM,91.300000,Hartford,CT,,10.0,40.934722,-72.3875,13598
WRQK-FM,106.900000,Westport,CT,,27.5,40.822778,-81.427778,8550
WRSR,103.900000,Westport,CT,,2.85,42.995833,-83.992778,41681
WRTC-FM,89.300000,Hartford,CT,,0.3,41.751667,-72.691389,68255
WRXC,90.100000,Monroe,CT,,0.045,41.361944,-73.113333,43530
WSGG,89.300000,Hartfordd,CT,,0.0,42.010556,-73.202222,92857
WSHU-FM,91.100000,Fairfield,CT,,20.0,41.278889,-73.185556,58515
WSLX,91.900000,New Canaan,CT,,0.019,41.192222,-73.496111,62148
WSUF,89.900000,Fairfield,CT,,1.9,41.109722,-72.368056,58516
WVOF,88.500000,Fairfield,CT,,0.1,41.158889,-73.259722,20456
WVTK,92.100000,Farmington,CT,,18.0,44.027222,-73.481667,53613
WWCK-FM,105.500000,Westport,CT,,25.0,43.010833,-83.651111,39678
WWPT,90.300000,Westport,CT,,0.33,41.171944,-73.328611,72035
WWRZ,98.300000,Norwich,CT,,27.0,27.852778,-81.867222,72687
WWUH,91.300000,West Hartford,CT,,0.44,41.774167,-72.805556,68986
WXCI,91.700000,Danbury,CT,,3.0,41.395,-73.487222,71786
WYBC-FM,94.300000,New Haven,CT,,3.0,41.349722,-72.973056,74322
WYFM,102.900000,Westport,CT,,33.0,41.057222,-80.639444,60006
WZBG,97.300000,Litchfield,CT,,3.0,41.8025,-73.163833,37906
WZRT,97.100000,Farmington,CT,,1.15,43.604722,-72.820556,25741
KAMX,94.700000,Washington,DC,,99.0,30.323056,-97.799444,48651
KBAY,94.500000,Washington,DC,,44.0,37.208889,-121.774167,35401
KBEQ-FM,104.300000,Washington,DC,,99.0,39.083056,-94.480278,48961
KBGY,107.500000,Washington,DC,,48.0,44.211667,-93.338333,84475
KBKS-FM,106.100000,Washington,DC,,68.0,47.504722,-121.967778,27020
KBMP,90.500000,Washington,DC,,12.5,39.104444,-97.3875,91037
KBPG,89.500000,Washington,DC,,0.5,44.913889,-95.736111,91479
KBPU,88.700000,Washington,DC,,5.0,34.042333,-94.368361,92030
KBPW,88.100000,Washington,DC,,0.0,33.536389,-92.468611,91490
KBQC,88.500000,Washington,DC,,0.0,37.053056,-96.101944,92243
KCBS-FM,93.100000,Washington,DC,,27.5,34.231944,-118.071667,9612
KCKC,102.100000,Washington,DC,,100.0,39.090556,-94.471667,11279
KDFO,98.500000,Washington,DC,,8.0,35.514722,-119.061389,64607
KDKA-FM,93.700000,Washington,DC,,41.0,40.441111,-80.025556,20350
KDTI,90.300000,Washington,DC,,0.037,42.678611,-83.124444,91354
KDVI,89.900000,Washington,DC,,0.25,48.134722,-98.772222,92648
KERP,96.300000,Washington,DC,,100.0,37.941667,-100.312222,82681
KEYN-FM,103.700000,Washington,DC,,98.0,37.800278,-97.524722,53151
KEZK-FM,102.500000,"Washington,",DC,,100.0,38.574361,-90.325417,13507
KEZR,106.500000,Washington,DC,,42.0,37.208889,-121.774167,1176
KFBZ,105.300000,Washington,DC,,98.0,37.800278,-97.524722,53153
KFKF-FM,94.100000,Washington,DC,,100.0,39.015833,-94.506667,34431
KFMH,101.900000,Washington,DC,,100.0,44.327778,-103.835,40636
KFRG,95.100000,Washington,DC,,50.0,34.1975,-117.286111,1241
KHIP,104.300000,Washington,DC,,2.6,36.668333,-121.519167,9858
KHLB,102.500000,Washington,DC,,26.0,30.700833,-99.233056,83109
KHYS,89.700000,Washington,DC,,0.45,38.854444,-99.381389,92945
KILT-FM,100.300000,Washington,DC,,95.0,29.576111,-95.51,25439
KIMO,107.300000,Washington,DC,,86.0,46.825,-111.703611,83110
KINK,101.900000,Washington,DC,,99.0,45.516222,-122.733,53068
KITS,105.300000,Washington,DC,,15.0,37.688889,-122.435278,18510
KJAQ,96.500000,Washington,DC,,49.0,47.504722,-121.9675,1091
KJEB,95.700000,Washington,DC,,98.0,47.544444,-122.107222,48385
KJKK,100.300000,Washington,DC,,97.0,32.583889,-96.963333,63779
KJKT,90.700000,Washington,DC,,0.7,44.328333,-103.834167,92516
KJLO-FM,104.100000,Washington,DC,,97.0,32.66,-92.0875,48632
KJR-FM,93.300000,Washington,DC,,98.0,47.544444,-122.107222,48387
KJRV,93.300000,Washington,DC,,65.0,44.194167,-98.318056,89615
KKBG,97.900000,Washington,DC,,51.0,19.838611,-155.111944,52468
KKHH,95.700000,Washington,DC,,95.0,29.576111,-95.51,25449
KKLH,104.700000,Washington,DC,,34.0,37.205833,-92.905556,24424
KKMJ-FM,95.500000,Washington,DC,,49.0,30.323056,-97.799444,66489
KKOA,107.700000,Washington,DC,,25.5,19.721667,-155.456389,37211
KLBN,101.900000,Washington,DC,,2.25,37.072778,-119.431389,29296
KLDQ,100.700000,Washington,DC,,40.0,47.145278,-96.971667,77951
KLEO,106.100000,Washington,DC,,7.3,19.721111,-155.920833,52443
KLLC,97.300000,Washington,DC,,82.0,37.850833,-122.4975,9624
KLQB,104.300000,Washington,DC,,48.0,30.434444,-97.364722,63201
KLRW,88.500000,Washington,DC,,2.5,31.421111,-100.543333,92140
KLTH,106.700000,Washington,DC,,96.0,45.516111,-122.733056,4115
KLUC-FM,98.500000,Washington,DC,,97.0,36.008056,-115.005556,47744
KLUV,98.700000,Washington,DC,,99.0,32.588611,-96.968056,67195
KLZX,95.900000,Washington,DC,,25.0,41.871667,-111.808611,88184
KMEO,91.900000,Wasahington,DC,,0.0,31.421111,-100.543333,90953
KMGE,94.500000,Washington,DC,,49.0,44.001111,-123.1125,40885
KMGV,97.900000,Washington,DC,,2.1,37.074722,-119.431111,18409
KMJ-FM,105.900000,Washington,DC,,2.4,37.073056,-119.430833,26933
KMJV,106.300000,Washington,DC,,4.7,36.274167,-121.270833,54968
KMNB,102.900000,Washington,DC,,100.0,45.058333,-93.124167,9641
KMVK,107.500000,Washington,DC,,16.5,32.583889,-96.963333,23440
KMVQ-FM,99.700000,Washington,DC,,40.0,37.6875,-122.434444,1084
KMXB,94.100000,Washington,DC,,100.0,36.008333,-115.005556,51676
KMXV,93.300000,Washington,DC,,100.0,39.015833,-94.506667,2446
KNCI,105.100000,Washington,DC,,50.0,38.641944,-121.090278,20353
KNFA,90.700000,Washington,DC,,1.3,40.913889,-98.397778,91196
KNX-FM,97.100000,Washington,DC,,21.0,34.226944,-118.066111,25075
KQPS,103.100000,Washington,DC,,1.9,33.866222,-116.432944,11747
KQRA,102.100000,Washington,DC,,4.9,37.210833,-93.228333,79138
KRDO-FM,105.500000,Washington,DC,,1.6,38.745833,-104.860278,50402
KRLD-FM,105.300000,Washington,DC,,97.0,32.583889,-96.963333,1087
KRLE,89.700000,Washington,DC,,0.001,34.033611,-87.613333,91901
KRLP,88.100000,Washington,DC,,0.6,43.884167,-95.182222,91900
KROQ-FM,106.700000,Washington,DC,,5.5,34.196944,-118.258333,28622
KRTH,101.100000,Washington,DC,,51.0,34.227222,-118.066667,28631
