callsign,freq_mhz,city,state,class,erp_kw,lat,lon,facility_id
WMXD,92.300000,Detroit,MI,,45.0,42.331944,-83.045,59596
WNAX-FM,104.100000,Grosse Pointe Farms,MI,,97.0,42.64,-97.055833,57839
WNBY-FM,93.900000,Newberry,MI,,50.0,46.449444,-85.101111,20379
WNFA,88.300000,Port Huron,MI,,1.3,42.993333,-82.468333,57705
WNFR,90.700000,Port Huron,MI,,42.0,43.174167,-82.600278,57704
WNHG,89.700000,Grand Rapids,MI,,3.2,42.977778,-85.595556,24772
WNMC-FM,90.700000,Traverse City,MI,,0.6,44.776667,-85.683889,49782
WNMU-FM,90.100000,Marquette,MI,,100.0,46.352778,-87.854167,49572
WNOR,98.700000,Grosse Pointe Farms,MI,,46.0,36.834444,-76.269722,67080
WOAS,88.500000,Ontonagon,MI,,0.009,46.875,-89.3,50373
WOCR,89.100000,Olivet,MI,,0.5,42.441944,-84.925,6114
WOES,91.300000,Elsie,MI,,0.55,43.046111,-84.388056,50794
WOLV,97.700000,Houghton,MI,,6.5,47.135,-88.564722,65673
WOLW,91.100000,Gaylord,MI,,50.0,44.275833,-85.713611,49537
WORW,91.900000,Port Huron,MI,,0.18,43.025,-82.436111,53032
WOVI,89.500000,Novi,MI,,0.1,42.463611,-83.491111,4271
WOWE,98.900000,Vassar,MI,,3.0,43.298889,-83.509444,53297
WPCJ,91.100000,Pittsford,MI,,0.27,41.884444,-84.470833,52750
WPHN,90.500000,Gaylord,MI,,100.0,45.138056,-84.162222,49536
WPHS,89.100000,Warren,MI,,0.1,42.516667,-83.01,70892
WPRJ,101.700000,Coleman,MI,,4.6,43.810833,-84.463889,12527
WQBX,104.900000,Alma,MI,,6.0,43.368889,-84.605278,60788
WQHH,96.500000,Lansing,MI,,6.0,42.849444,-84.667778,41819
WQHN,100.900000,Interlochen,MI,,11.5,45.177778,-85.099167,28886
WQLB,103.300000,Tawas City,MI,,15.0,44.413333,-83.620556,51746
WQLQ,99.900000,Benton Harbor,MI,,50.0,41.961667,-86.350556,72175
WQON,100.300000,Grayling,MI,,60.0,44.570833,-84.6925,23086
WQTE,95.300000,Adrian,MI,,3.0,41.804167,-84.090278,22649
WQTX,92.100000,East Lansing,MI,,4.0,42.891667,-84.575278,72121
WQUS,103.100000,Lapeer,MI,,2.6,43.078611,-83.19,14224
WQXC-FM,100.900000,Otsego,MI,,3.0,42.507222,-85.758889,22128
WRCJ-FM,90.900000,Detroit,MI,,22.5,42.448056,-83.173056,6056
WRCL,93.700000,Howell,MI,,3.5,43.305389,-83.5515,78673
WRPP,92.700000,Negaunee,MI,,51.0,45.966667,-86.488056,88444
WRSX,91.300000,Port Huron,MI,,0.12,42.978611,-82.429167,62110
WRUP,98.300000,Marquette,MI,,2.6,46.603889,-87.620833,41825
WSAE,106.900000,Spring Arbor,MI,,3.9,42.153611,-84.549444,61994
WSAG,104.100000,Pinconning,MI,,4.6,43.725,-83.947222,87624
WSAQ,107.100000,Port Huron,MI,,6.0,42.976944,-82.464444,73074
WSDP,88.100000,Canton,MI,,0.3,42.349444,-83.495833,52840
WSFQ,96.300000,Menominee,MI,,49.0,45.121944,-87.851944,30467
WSGW-FM,100.500000,Lansing,MI,,3.0,43.561667,-83.981111,41842
WSHJ,88.300000,Southfield,MI,,0.105,42.47,-83.264167,65449
WSIS,88.700000,Imlay City,MI,,6.0,42.253889,-86.335833,90658
WSJM-FM,94.900000,St. Joseph,MI,,2.2,42.071944,-86.370556,74006
WSLI-FM,90.900000,Imlay City,MI,,0.0,43.086667,-85.316389,91446
WSMF,88.100000,Petoskey,MI,,1.2,41.918889,-83.376111,89277
WSNX-FM,104.500000,Kentwood,MI,,32.0,43.204444,-86.029167,24644
WSRT,106.700000,Grand Rapids,MI,,100.0,45.045556,-84.846111,1159
WSUE,101.300000,Sault Ste. Marie,MI,,100.0,46.437778,-84.378333,20422
WTAC,89.700000,Reed City,MI,,0.0,42.748889,-83.716389,88040
WTCM-FM,103.500000,Traverse City,MI,,100.0,44.458611,-85.700556,70525
WTGV-FM,97.700000,Sandusky,MI,,3.0,43.392778,-82.835,59027
WTHN,102.300000,Gaylord,MI,,6.1,46.485556,-84.230278,91115
WTHS,89.900000,Holland,MI,,1.0,42.787778,-86.100556,27622
WTLI,89.300000,Imlay City,MI,,0.0,45.17,-84.751111,84479
WTNR,107.300000,Kentwood,MI,,50.0,43.019444,-85.349444,24639
WTWS,92.100000,Harrison,MI,,0.92,44.289167,-84.742222,15563
WTZM,106.100000,Alpena,MI,,25.0,44.273611,-83.663333,29285
WUCX-FM,90.100000,Mt. Pleasant,MI,,30.0,43.552778,-83.69,9921
WUOM,91.700000,Ann Arbor,MI,,93.0,42.4075,-83.913889,66319
WUPM,106.900000,Ironwood,MI,,100.0,46.471667,-90.011944,5236
WUPS,98.500000,Prudenville,MI,,100.0,44.289167,-84.742222,49694
WUPX,91.500000,Marquette,MI,,1.7,46.514444,-87.485278,49571
WVAC-FM,107.900000,Adrian,MI,,0.087,41.896944,-84.061111,478
WVFM,106.500000,Kalamazoo,MI,,33.0,42.476389,-85.484722,20453
WVGR,104.100000,Ann Arbor,MI,,96.0,42.654722,-85.527222,66309
WVIB,100.100000,Fremont,MI,,2.9,43.313889,-86.154722,73994
WWBN,101.500000,Burton,MI,,1.8,43.2,-83.558333,20448
WWBR,100.900000,Big Rapids,MI,,6.0,43.663611,-85.481667,70505
WWCM,96.900000,Pigeon,MI,,3.0,44.035556,-84.008611,646
WWDK,94.100000,East Lansing,MI,,40.0,42.391944,-84.666667,55658
WWKR,94.100000,Ludington,MI,,5.0,43.676111,-86.238889,7994
WWMN,106.300000,Ludington,MI,,2.2,44.635278,-85.764806,10809
WWSN,92.500000,Fremont,MI,,2.25,43.309722,-85.9125,89477
WWTH,100.700000,Grand Ledge,MI,,20.5,44.578333,-83.377778,61813
WWUS,104.100000,Detroit,MI,,100.0,24.661056,-81.419556,14346
WXDC,92.900000,West Bloomfield,MI,,3.2,39.616667,-78.2175,68204
WXOU,88.300000,Auburn Hills,MI,,0.11,42.709722,-83.230556,49941
WYAB,103.900000,Canton,MI,,5.4,32.446944,-90.302222,77646
WYBR,102.300000,Grand Rapids,MI,,10.5,43.683611,-85.582222,71629
WYCE,88.100000,Grand Rapids,MI,,10.0,42.911944,-85.683333,24773
WYHA,102.900000,Grand Rapids,MI,,50.0,42.953611,-85.698611,22918
WYKX,104.700000,Escanaba,MI,,100.0,45.929167,-87.269722,35116
WYPV,94.500000,Traverse City,MI,,50.0,45.666667,-84.634722,53290
WYTZ,97.500000,St. Joseph,MI,,3.8,41.99,-86.529722,17734
WYVN,92.700000,Saugatuck,MI,,3.3,42.686111,-86.168056,13676
WYXX,97.700000,Dowagiac,MI,,2.9,41.603667,-85.929417,49558
WZTC,104.500000,Saginaw,MI,,1.75,44.776667,-85.683889,65931
WZUU,92.500000,Otsego,MI,,4.7,42.255278,-85.682778,42034
KADU,90.100000,Hibbing,MN,,1.5,47.402778,-92.963889,32377
KARL,105.100000,Mankato,MN,,45.0,44.325556,-95.871944,35129
KARP-FM,106.900000,Hutchinson,MN,,7.0,45.045278,-94.558889,49139
KARZ,99.700000,Mankato,MN,,100.0,44.2825,-96.315278,35127
KATK-FM,92.100000,Carlsbad,MN,,6.0,32.450556,-104.213056,54514
KATS,94.500000,Minneapolis,MN,,100.0,46.533056,-120.503889,64397
KAUS-FM,99.900000,Austin,MN,,100.0,43.628333,-93.153333,50660
KAXE,91.700000,Grand Rapids,MN,,100.0,47.254722,-93.434167,49540
KBAJ,105.500000,Minneapolis,MN,,100.0,47.339444,-93.396667,26005
KBEK,95.500000,Mora,MN,,25.0,45.7425,-93.38,31613
KBEM-FM,88.500000,Minneapolis,MN,,2.15,44.977222,-93.265278,4275
KBEW-FM,98.100000,Winona,MN,,25.0,43.666944,-94.121944,33651
KBHL,103.900000,Osakis,MN,,6.0,45.84,-95.098889,11042
KBHP,101.100000,Bemidji,MN,,100.0,47.369722,-94.881667,51878
KBHW,99.500000,Pequot Lakes,MN,,100.0,48.5625,-93.8225,42902
KBHZ,91.900000,Osakis,MN,,25.0,45.011111,-94.898889,11043
KBLB,93.300000,Bemidji,MN,,100.0,46.442778,-94.381944,4337
KBMX,107.700000,Duluth,MN,,7.7,46.787556,-92.122583,4588
KBOT,104.100000,Detroit Lakes,MN,,50.0,46.721944,-95.843611,51059
KBPN,88.300000,Saint Paul,MN,,5.0,46.4225,-94.461389,92068
KBPR,90.700000,St. Paul,MN,,34.0,46.4225,-94.461389,42912
KBSB,89.700000,Bemidji,MN,,0.2,47.486667,-94.874444,4654
KCAJ-FM,102.100000,Roseau,MN,,50.0,48.647222,-95.736111,29635
KCCD,90.300000,Saint Paul,MN,,0.0,46.759722,-96.6075,42951
KCCM-FM,91.100000,St. Paul,MN,,67.0,46.759722,-96.6075,42926
KCFA,106.100000,St. Paul,MN,,3.8,38.377778,-120.1925,9995
KCFB,91.500000,Pequot Lakes,MN,,15.0,45.500556,-94.241944,21379
KCHK-FM,95.500000,Minneapolis,MN,,6.0,44.461111,-93.585556,34906
KCLD-FM,104.700000,St. Cloud,MN,,100.0,45.5675,-94.511944,37003
KCMF,89.700000,Saint Paul,MN,,2.7,46.32,-96.092222,92307
KCML,99.900000,St. Cloud,MN,,2.9,45.539167,-94.168056,79009
KCMP,89.300000,Northfield,MN,,97.6,44.689167,-93.0725,62162
KCPI,94.900000,Luverne,MN,,5.0,43.633333,-93.370833,12706
KCRB-FM,88.500000,Saint Paul,MN,,83.0,47.705833,-94.485833,42970
KDBL,92.900000,Minneapolis,MN,,17.0,46.504167,-120.3925,64507
KDCZ,107.700000,Rochester,MN,,1.95,44.040278,-92.218056,56252
KDDG,105.500000,St. Cloud,MN,,6.0,45.631389,-94.6,33463
KDJS-FM,95.300000,Willmar,MN,,50.0,45.023056,-95.265556,33310
KDKK,97.500000,Park Rapids,MN,,100.0,46.930833,-95.0075,16433
KDLB,94.500000,Park Rapids,MN,,11.0,46.806694,-95.773,49094
KDMA-FM,93.900000,Minneapolis,MN,,6.0,44.856667,-95.629444,34618
KDNI,90.500000,St. Paul,MN,,2.0,46.789167,-92.114167,49768
KDNW,97.300000,St. Paul,MN,,72.0,46.788889,-92.117778,49797
KDOG,96.700000,Mankato,MN,,4.0,44.222222,-94.1175,42993
KDOM-FM,94.300000,Windom,MN,,5.7,43.885,-95.182222,72906
KDWB-FM,101.300000,Minneapolis,MN,,0.0,0.0,-0.0,41967
KEEY-FM,102.100000,Bloomington,MN,,100.0,45.058333,-93.124167,59967
KEEZ-FM,99.100000,Mankato,MN,,100.0,44.051667,-94.299722,21193
KEMJ,101.500000,Mankato,MN,,14.0,43.874167,-94.6,57428
KFAI,90.300000,Minneapolis,MN,,0.9,44.976111,-93.2725,22630
KFFM,107.300000,Minnetonka,MN,,100.0,46.640556,-120.395833,49723
KFGI,101.500000,Bemidji,MN,,25.0,46.564444,-93.950833,21622
KFIL-FM,103.100000,Preston,MN,,3.5,43.733056,-92.085,34428
KFML,94.100000,Little Falls,MN,,6.0,46.004167,-94.327778,37779
KFNL-FM,104.300000,"Preston, Mn",MN,,10.0,43.643333,-92.647222,54631
KFNW-FM,97.900000,Roseville,MN,,100.0,47.01,-97.194722,49772
KFSI,92.900000,Rochester,MN,,6.0,44.024167,-92.543333,20569
KFXN-FM,100.300000,Minneapolis,MN,,98.0,45.058333,-93.124167,54458
KFXS,100.300000,Minnetonka,MN,,100.0,44.070278,-103.250278,66821
KGAC,91.500000,Saint Paul,MN,,0.0,44.222222,-94.1175,42944
KGRA,98.900000,Lacrescent,MN,,11.0,41.981667,-94.52,6685
KGSL,95.300000,Winona,MN,,11.0,44.041944,-91.679722,33277
KIKN-FM,100.500000,Rochester,MN,,100.0,43.489444,-97.4425,61328
KIKV-FM,100.700000,Bemidji,MN,,100.0,45.699722,-95.176389,4336
KISD,98.700000,"Pipestone,",MN,,100.0,43.897778,-95.947222,70738
KITN,93.500000,Mankato,MN,,50.0,43.525278,-95.413056,30878
KJIA,88.900000,Blue Earth,MN,,50.0,43.342778,-95.206667,92473
KJJK-FM,96.500000,Winona,MN,,100.0,46.245278,-95.979444,50758
KJKJ,107.500000,Minneapolis,MN,,100.0,47.964444,-97.029444,35012
KJLY,104.500000,Blue Earth,MN,,50.0,43.910556,-94.0525,42895
KJMD,98.300000,Minneapolis,MN,,9.4,20.66,-156.363889,49958
KJOE,106.100000,Pipestone,MN,,10.0,43.897778,-95.947222,70736
KJTS,88.300000,Blue Earth,MN,,2.4,44.268611,-94.439167,90944
KJWR,90.900000,Blue Earth,MN,,25.0,44.006111,-95.2025,92363
KJYL,100.700000,Blue Earth,MN,,25.0,42.655,-93.99,42894
KKBJ-FM,103.700000,Bemidji,MN,,100.0,47.555833,-94.801111,9666
KKDQ,99.300000,Thief River Falls,MN,,18.0,48.056111,-96.373056,3245
KKEQ,107.100000,Fosston,MN,,100.0,47.606111,-95.425278,52634
KKIN-FM,94.300000,Cloquet,MN,,14.0,46.688333,-93.599444,69485
KKJM,92.900000,St. Cloud,MN,,25.0,45.638611,-94.373056,62129
KKLN,94.100000,St. Cloud,MN,,6.0,45.073333,-94.755278,19243
KKLS-FM,104.700000,Rochester,MN,,100.0,43.729444,-97.087222,61324
KKMK,93.900000,Minneytonka,MN,,100.0,44.046944,-103.245833,61325
KKRC-FM,97.300000,Rochester,MN,,100.0,43.729444,-97.087222,64711
KKRF,107.900000,Lacrescent,MN,,9.4,41.461111,-94.489444,13822
KKWQ,92.500000,Warroad,MN,,100.0,48.828056,-95.387778,16576
KKWS,105.900000,Brainerd,MN,,100.0,46.599722,-94.901111,28650
KKXL-FM,92.900000,Minneapolis,MN,,100.0,47.964444,-97.029444,20325
KLCD,89.500000,Saint Paul,MN,,0.1,43.315556,-91.788333,42943
KLCH,94.900000,Rochester,MN,,5.0,44.4875,-92.231944,89398
KLCI,106.100000,St. Cloud,MN,,9.1,45.238889,-93.687222,59617
KLFN,106.500000,Waseca,MN,,6.0,45.370556,-95.141111,85513
KLIZ-FM,107.500000,Brainerd,MN,,100.0,46.332222,-94.173889,28654
KLKS,100.100000,Pequot Lakes,MN,,5.2,46.601667,-94.315556,76432
KLLZ-FM,99.100000,Brainerd,MN,,100.0,47.369722,-94.881667,28656
KLNI,88.700000,Saint Paul,MN,,0.1,43.309722,-91.808333,42932
KLQL,101.100000,Luverne,MN,,100.0,43.806667,-96.206389,39260
KLQP,92.100000,Madison,MN,,25.0,45.026389,-96.191389,36198
KLSE,90.700000,St. Paul,MN,,1.1,44.041111,-92.340278,42929
KLZZ,103.700000,St. Cloud,MN,,9.0,45.500556,-94.241944,60492
KMFY,96.900000,Grand Rapids,MN,,100.0,47.339444,-93.396667,34972
KMGK,107.100000,Glenwood,MN,,3.3,45.614722,-95.391111,6652
KMGM,105.500000,Minneapolis,MN,,3.0,44.856667,-95.629444,18046
KMOJ,89.900000,Minneapolis,MN,,6.2,45.068611,-93.176111,14679
KMSE,88.700000,Northfield,MN,,0.85,44.041139,-92.340389,83876
KMSK,91.300000,Mankato,MN,,0.135,43.6775,-93.001111,39794
KMSU,89.700000,Mankato,MN,,17.0,44.141944,-94.001667,39790
KMWA,96.300000,Mankato,MN,,19.0,45.023333,-93.381389,70705
KNBJ,91.300000,Saint Paul,MN,,65.0,47.705833,-94.485833,42966
KNCM,91.300000,St. Paul,MN,,82.0,45.167528,-96.000528,42967
KNGA,90.500000,"St. Paul,",MN,,75.0,44.222222,-94.1175,42910
KNOF,95.300000,St. Paul,MN,,0.9,44.976111,-93.272222,59624
KNOW-FM,91.100000,St. Paul,MN,,100.0,45.062222,-93.139167,42949
KNSE,90.100000,Saint Paul,MN,,6.0,43.640833,-93.1475,90889
KNSG,107.500000,Mankato,MN,,15.0,44.325556,-95.871944,51524
KNSR,88.900000,St. Paul,MN,,100.0,45.4975,-94.5375,42938
KNSW,91.700000,St. Paul,MN,,99.0,43.883611,-95.928889,42947
KNTN,102.700000,St. Paul,MN,,100.0,47.977222,-96.608889,42922
KNUQ,103.900000,Minneapolis,MN,,100.0,20.636944,-156.389167,15969
KNWC-FM,96.500000,Roseville,MN,,100.0,43.518611,-96.534722,49776
KNWF,91.500000,Saint Paul,MN,,2.7,46.32,-96.092222,92141
KNWS-FM,101.900000,Roseville,MN,,100.0,42.400556,-91.843333,49786
KNXR,97.500000,Rochester,MN,,100.0,44.041111,-92.340278,68823
KOLV,100.100000,Willmar,MN,,50.0,44.970556,-95.249722,50285
KOUT,98.700000,Minnetonka,MN,,100.0,44.070278,-103.250278,14642
KOWZ,100.900000,Owatonna,MN,,100.0,44.045556,-93.383889,5874
KPRW,99.500000,Winona,MN,,6.0,46.555833,-95.4625,31058
KQAL,89.500000,Winona,MN,,2.5,44.073889,-91.577222,72955
KQIC,102.500000,Willmar,MN,,100.0,45.194444,-95.083611,36378
KQKK,101.900000,Park Rapids,MN,,50.0,47.053889,-94.258889,9032
KQMN,91.500000,St. Paul,MN,,84.0,47.977222,-96.608889,42974
KQQL,107.900000,Minneapolis,MN,,96.0,45.338889,-93.390833,54457
KQRQ,92.300000,Rochester,MN,,86.0,44.068611,-103.250556,78167
KQRS-FM,92.500000,Golden Valley,MN,,0.0,0.0,-0.0,35505
KQWB-FM,105.100000,Minnetonka,MN,,100.0,46.546111,-96.6275,64359
KRBI-FM,105.500000,St. Peter,MN,,25.0,44.172222,-94.039722,31873
KRCQ,102.300000,Duluth,MN,,50.0,46.721944,-95.843611,56800
KRCS,93.100000,Minneapolis,MN,,97.8,44.332778,-103.538889,9668
KRFG,102.900000,Cloquet,MN,,25.0,47.408333,-92.951389,68633
KRJB,106.500000,Ada,MN,,100.0,47.311389,-96.520278,54334
KRJM,101.500000,Ada,MN,,25.0,47.456389,-96.1325,88325
KRKN,104.300000,Mankato,MN,,23.5,40.868333,-92.305556,58762
KRLX,88.100000,Northfield,MN,,0.1,44.460833,-93.155833,8867
KROC-FM,106.900000,Rochester,MN,,100.0,43.570833,-92.426944,61323
KRPR,89.900000,Rochester,MN,,3.2,44.041111,-92.340278,57277
KRSD,88.100000,Saint Paul,MN,,2.0,43.526944,-96.738333,42909
KRSU,88.500000,Saint Paul,MN,,34.0,45.1675,-96.000556,42981
KRSW,89.300000,Saint Paul,MN,,100.0,43.883611,-95.928889,42958
KRVY-FM,97.300000,Winona,MN,,50.0,45.528333,-95.547778,31059
KSCR-FM,93.500000,Benson,MN,,25.0,45.318333,-95.563333,54254
KSDM,104.100000,Int'L Falls,MN,,8.5,48.591389,-93.381667,12715
KSEL-FM,105.900000,Portales,MN,,100.0,34.252222,-103.239167,4816
KSJN,99.500000,St. Paul,MN,,100.0,45.058333,-93.124167,42911
KSJR-FM,90.100000,St. Paul,MN,,100.0,45.4975,-94.5375,42955
KSMR,92.500000,Winona,MN,,0.004,44.046389,-91.695278,58590
KSNR,100.300000,Minnetonka,MN,,100.0,47.977222,-96.611667,73625
KSRQ,90.100000,Thief River Falls,MN,,24.0,48.021944,-96.37,2694
KSTP-FM,94.500000,St Paul,MN,,95.0,45.0625,-93.139444,35642
KTCZ-FM,97.100000,Minneapolis,MN,,100.0,45.023611,-93.382778,10142
KTIG,102.700000,Pequot Lakes,MN,,40.0,46.68,-94.417222,42903
KTIS-FM,98.500000,St. Paul,MN,,100.0,45.058333,-93.124167,49787
KULO,94.300000,Glenwood,MN,,12.0,45.940278,-95.4675,23091
KUMM,89.700000,Morris,MN,,0.7,45.586389,-95.899167,69219
KUXX,105.700000,Jackson,MN,,25.0,43.615,-94.963333,35057
KVSC,88.100000,St. Cloud,MN,,0.0,45.516667,-94.231111,62112
KWMN,99.300000,Winona,MN,,11.0,43.942222,-91.719167,72153
KWRV,91.900000,Saint Paul,MN,,0.1,43.661389,-114.402222,42917
KWWK,96.500000,Rochester,MN,,43.0,44.033056,-92.602778,50289
KXAC,100.500000,Mankato,MN,,34.0,43.950833,-94.390278,57429
KXBR,91.900000,Pequot Lakes,MN,,1.5,48.570833,-93.438611,91083
KXDL,99.700000,Long Prairie,MN,,6.0,46.053333,-94.846111,53301
KXKK,92.500000,Park Rapids,MN,,10.0,46.930833,-95.0075,4830
KXLC,91.100000,St. Paul,MN,,0.23,43.804472,-91.372028,42918
KXRA-FM,92.300000,Alexandria,MN,,13.5,45.931944,-95.445278,51525
KXRZ,99.300000,Glenwood,MN,,12.0,45.879722,-95.309722,6651
KXXR,93.700000,Minneapolis,MN,,100.0,45.058333,-93.124167,35506
KYBA,105.300000,Stewartville,MN,,50.0,43.673056,-92.698333,67336
KYBB,102.700000,Rochester,MN,,50.0,43.48,-96.684722,15308
KZCR,103.300000,Winona,MN,,100.0,46.469167,-96.199167,21399
KZGF,94.700000,St. Cloud,MN,,100.0,47.813611,-96.93,54593
KZIO,104.300000,Minneapolis,MN,,50.0,46.941111,-91.982778,68610
KZJZ,106.700000,Minneapolis,MN,,19.0,47.688333,-91.905833,18530
KZPK,98.900000,St. Cloud,MN,,24.0,45.5675,-94.511667,57562
KZRV,96.700000,St. Cloud,MN,,50.0,45.7675,-94.134444,59149
KZSE,91.700000,St. Paul,MN,,94.0,44.041111,-92.340278,42965
WBJI,98.300000,Bemidji,MN,,100.0,47.555833,-94.801111,54436
WCMP-FM,100.900000,Pine City,MN,,25.0,45.902778,-92.959167,52621
WDKE,96.100000,Duluth,MN,,100.0,47.325278,-93.271667,36688
WDSE-FM,103.300000,Duluth,MN,,95.0,46.791944,-92.1225,55571
WEVE-FM,97.900000,Eveleth,MN,,100.0,47.598056,-92.223889,29194
WFNX,95.300000,Minneapolis,MN,,63.0,47.665278,-90.706111,18531
WGGL-FM,91.100000,Saint Paul,MN,,100.0,47.036389,-88.695278,42913
WGVX,105.100000,Minneapolis,MN,,2.6,44.701389,-93.150556,61379
WHMH-FM,101.700000,Sauk Rapids,MN,,40.0,45.596667,-94.156944,67694
WHSM-FM,101.100000,Cloquet,MN,,1.5,45.985278,-91.539722,53995
WIRN,92.500000,Saint Paul,MN,,26.0,47.496111,-92.784722,78080
WIRR,90.900000,Saint Paul,MN,,21.0,47.496111,-92.784722,42957
WJRF,89.500000,Duluth,MN,,0.0,46.789167,-92.119167,49348
WKLK-FM,96.500000,Cloquet,MN,,36.0,46.749444,-92.421389,53997
WLKX-FM,95.900000,Forest Lake,MN,,3.0,45.294444,-93.072778,36404
WLSN,89.700000,Saint Paul,MN,,6.0,47.767778,-90.346389,92302
WLUP,105.300000,Minneapolis,MN,,25.0,45.577778,-93.215556,54838
WMCN,91.700000,"St. Paul,",MN,,0.005,44.938611,-93.167778,39535
WMFG-FM,106.300000,Cloquet,MN,,25.0,47.408333,-92.951111,60912
WMLS,88.700000,Saint Paul,MN,,6.0,47.767778,-90.346389,92306
WMOZ,106.900000,Cloquest,MN,,6.0,46.505556,-92.679167,614
WNWC-FM,102.500000,St. Paul,MN,,50.0,43.035556,-89.506944,49781
WSCD-FM,92.900000,Saint Paul,MN,,70.0,46.788889,-92.117778,42940
WSCN,100.500000,St. Paul,MN,,97.0,46.789167,-92.114167,42975
WSMR,89.100000,St. Paul,MN,,54.0,27.150833,-82.464167,64255
WTIP,90.700000,Grand Marais,MN,,25.0,47.769167,-90.346944,55568
WUSZ,99.900000,Virginia,MN,,100.0,47.373333,-93.013333,70302
WWPE-FM,92.100000,Minneapolis,MN,,5.4,46.794722,-92.118056,26004
WWWI-FM,95.900000,Wadena,MN,,6.0,46.250833,-94.325,17029
WWWM-FM,105.700000,Minneapolis,MN,,0.95,44.976111,-93.272222,61541
WYRQ-FM,92.100000,Little Falls,MN,,6.0,45.949444,-94.296111,74277
WZFJ,104.300000,Breezy Point,MN,,50.0,46.603611,-94.251111,36401
KAAN-FM,95.500000,Moberly,MO,,50.0,40.256389,-94.156389,31005
KADI-FM,99.500000,Springfield,MO,,6.0,37.165,-93.395556,60709
KAHL-FM,105.900000,Chesterfield,MO,,6.0,29.313611,-99.266389,21674
KAHR,96.700000,Williamsville,MO,,6.0,36.766389,-90.481111,18045
KAJE,107.300000,Clayton,MO,,14.0,27.867222,-97.218611,5393
KAYQ,97.100000,Warsaw,MO,,4.5,38.288611,-93.308889,69667
KBBM,100.100000,Cape Girardeau,MO,,33.0,38.523611,-92.406944,68148
KBDZ,93.100000,Ste. Genevieve,MO,,36.0,37.882778,-90.172222,15022
KBIA,91.300000,Columbia,MO,,100.0,38.887778,-92.263333,69180
KBMV-FM,107.100000,Doniphan,MO,,25.0,36.934167,-91.718611,29623
KBTN-FM,99.700000,Neosho,MO,,16.5,36.909167,-94.461111,33688
KBXR,102.300000,Columbia,MO,,3.5,39.014444,-92.275556,47910
KCFV,89.500000,Ferguson,MO,,0.1,38.768611,-90.287778,62138
KCGQ-FM,99.300000,Cape Girardeau,MO,,5.0,37.359444,-89.621111,64621
KCHI-FM,102.500000,Chillicothe,MO,,3.2,39.747222,-93.643889,63378
KCKF,91.900000,St. Louis,MO,,5.0,38.037222,-91.384444,91489
KCLC,89.100000,St. Charles,MO,,50.0,38.787083,-90.50775,37722
KCLQ,107.900000,Lebanon,MO,,19.0,37.803056,-92.550278,36877
KCLR-FM,99.300000,Cape Girardeau,MO,,33.0,38.776667,-92.542778,6014
KCMQ,96.700000,Cape Girardeau,MO,,99.1,38.691667,-92.095556,74583
KCOU,88.100000,Columbia,MO,,0.43,38.94,-92.321111,28513
KCOZ,91.700000,Point Lookout,MO,,0.2,36.610833,-93.239722,12287
KCRV-FM,105.100000,Caruthersville,MO,,4.8,36.213889,-89.690278,53977
KCUR-FM,89.300000,Kansas City,MO,,100.0,39.083056,-94.480278,14738
KCVJ,100.300000,Camdenton,MO,,6.0,38.061944,-93.556667,69666
KCVO-FM,91.700000,Camdenton,MO,,10.0,38.020278,-92.7575,36258
KCVQ,89.700000,Camdenton,MO,,7.7,38.869444,-93.549444,78932
KCVW,94.300000,Independence,MO,,100.0,37.773889,-97.514444,6506
KCVX,91.700000,Salem,MO,,30.0,37.604444,-91.546111,92246
KCWA,93.900000,Clayton,MO,,0.58,40.493611,-105.181389,9761
KDAA,103.100000,Rolla,MO,,2.05,37.8775,-91.745833,53649
KDBB,104.300000,Park Hills,MO,,1.65,37.800278,-90.563056,43278
KDEX-FM,102.300000,Dexter,MO,,5.9,36.788889,-89.907778,16832
KDHX,88.100000,St.  Louis,MO,,42.0,38.416944,-90.433056,17380
KDJR,100.100000,Columbia,MO,,2.0,38.023611,-90.567222,5279
KDKD-FM,95.300000,Clinton,MO,,14.5,38.371667,-93.918333,12056
KDKN,106.700000,St. Louis,MO,,18.5,37.193056,-90.663611,86018
KDMC-FM,91.300000,St. Louis,MO,,100.0,37.106944,-90.991667,81163
KELE-FM,92.500000,Mountain Grove,MO,,3.0,37.135278,-92.249722,12714
KERX,95.300000,Branson,MO,,50.0,35.286944,-94.0475,40744
KESA,100.900000,St. Louis,MO,,2.0,36.38,-93.747778,48520
KESM-FM,105.500000,El Dorado Springs,MO,,6.0,37.864167,-94.015,72447
KEZS-FM,102.900000,Cape Girardeau,MO,,100.0,37.406389,-89.562222,74580
KFBD-FM,97.900000,Waynesville,MO,,10.0,37.947222,-92.355,4259
KFEB,107.500000,Poplar Bluff,MO,,17.5,36.498611,-89.854444,76532
KFLW,98.900000,Waynesville,MO,,6.7,37.878333,-92.017778,53404
KFNS-FM,100.700000,St. Louis,MO,,6.0,39.052917,-90.994694,29944
KGFY,105.500000,Springfield,MO,,4.2,36.179722,-97.010556,22267
KGGF-FM,104.100000,Springfield,MO,,7.3,37.372778,-95.726944,34461
KGKS,93.900000,Cape Girardeau,MO,,16.5,37.359444,-89.621111,78626
KGNA-FM,89.900000,Arnold,MO,,0.15,38.437222,-90.39,2842
KGNN-FM,90.300000,Washington,MO,,6.3,38.086389,-91.308333,43313
