callsign,freq_mhz,city,state,class,erp_kw,lat,lon
WSTT,0.73,Thomasville,GA,D,5.0,30.71325,-84.13878
WTHB,1.55,Augusta,GA,D,5.0,33.50014,-81.934
WTIF,1.34,Tifton,GA,C,1.0,31.47131,-83.48656
WTKS,1.29,Savannah,GA,B,5.3,32.08936,-81.14594
WTNL,1.39,Reidsville,GA,D,0.28,32.08742,-82.12983
WTTI,1.53,Dalton,GA,D,1.0,34.78425,-85.04522
WTWA,1.24,Thomson,GA,C,0.6,33.47236,-82.51708
WUFE,1.26,Baxley,GA,D,5.0,31.79936,-82.41181
WUFF,0.71,Eastman,GA,D,2.5,32.22183,-83.21767
WUXL,1.4,Macon,GA,C,1.0,32.85208,-83.65294
WVGC,1.4,Elberton,GA,C,1.0,34.114,-82.88097
WVLD,1.45,Valdosta,GA,C,0.86,30.83492,-83.29906
WVOP,0.97,Vidalia,GA,D,4.0,32.22019,-82.43514
WWNS,1.24,Statesboro,GA,C,0.71,32.45544,-81.77428
WWSZ,1.42,Decatur,GA,D,1.0,33.78706,-84.24797
WWWE,1.31,Decatur,GA,D,2.5,33.77256,-84.28169
WXAG,1.47,Athens,GA,D,1.0,33.98733,-83.33794
WXEM,1.46,Buford,GA,B,5.0,34.12094,-83.97631
WXJO,1.12,Douglasville,GA,D,1.0,33.76344,-84.74106
WXKG,1.01,Atlanta,GA,D,50.0,33.69872,-84.28964
WXKO,1.15,Fort Valley,GA,D,1.0,32.57625,-83.90464
WXLI,1.23,Dublin,GA,C,0.7,32.52267,-82.89986
WXRS,1.59,Swainsboro,GA,D,2.5,32.55711,-82.34125
WYIS,1.41,Mcrae,GA,D,1.0,32.05711,-82.86542
WYKG,1.43,Covington,GA,B,3.9,33.62067,-83.88436
WYNF,1.34,Augusta,GA,C,1.0,33.49375,-81.99761
WYPZ,0.9,Macon,GA,D,2.0,32.84958,-83.60211
WYTH,1.25,Madison,GA,D,1.0,33.57931,-83.47767
WYYZ,1.49,Jasper,GA,C,1.0,34.47564,-84.43686
WYZE,1.48,Atlanta,GA,D,7.0,33.6965,-84.47464
WYZI,0.81,Royston,GA,D,0.23,34.28067,-83.11903
WZOT,1.22,Rockmart,GA,D,0.5,34.004,-85.05606
WZQZ,1.18,Trion,GA,D,5.0,34.47286,-85.32522
WZYN,0.81,Hahira,GA,D,2.5,30.87492,-83.25153
KGUM,0.567,Agana,GU,B,10.0,13.39111,144.76175
KICH,0.63,Agana,GU,B,10.0,13.44806,144.75611
KTWG,0.801,Agana,GU,B,10.0,13.45194,144.70889
KUSG,1.35,Agana,GU,B,0.25,13.45667,144.67222
KAOI,1.11,Kihei,HI,B,5.0,20.81936,-156.45142
KCIK,0.74,Kihei,HI,B,2.0,20.78856,-156.46417
KGU,0.76,Honolulu,HI,B,10.0,21.29158,-157.86083
KHCM,0.88,Honolulu,HI,B,2.0,21.29158,-157.86083
KHKA,1.5,Honolulu,HI,B,5.0,21.33186,-157.89083
KHLO,0.85,Hilo,HI,B,5.0,19.69356,-155.04867
KHNR,0.69,Honolulu,HI,B,10.0,21.29158,-157.86083
KHVH,0.83,Honolulu,HI,B,11.0,21.32083,-157.87278
KHXM,1.37,Pearl City,HI,B,0.25,21.43519,-157.98861
KIKI,0.99,Honolulu,HI,B,5.7,21.32083,-157.87278
KIPA,1.06,Hilo,HI,D,1.0,19.69356,-155.04867
KKEA,1.42,Honolulu,HI,B,5.0,21.32075,-157.87694
KKNE,0.94,Waipahu,HI,B,10.0,21.44528,-158.06361
KLHT,1.04,Honolulu,HI,B,10.0,21.33186,-157.89083
KMVI,0.9,Kahului,HI,B,5.0,20.78853,-156.46419
KNDI,1.27,Honolulu,HI,B,5.0,21.32075,-157.87694
KNUI,0.55,Wailuku,HI,B,1.0,20.78856,-156.46417
KPHI,1.13,Honolulu,HI,B,1.0,21.43519,-157.98861
KPRP,0.65,Honolulu,HI,B,10.0,21.44528,-158.06361
KPUA,0.67,Hilo,HI,B,5.0,19.78078,-155.08756
KSSK,0.59,Honolulu,HI,B,7.8,21.32083,-157.87278
KUAI,0.57,Eleele,HI,B,1.0,21.98881,-159.40306
KWOE,1.24,Kahului,HI,B,5.0,20.81936,-156.45142
KZOO,1.21,Honolulu,HI,B,1.0,21.29158,-157.86083
KADR,1.4,Elkader,IA,C,1.0,42.84914,-91.41208
KASI,1.43,Ames,IA,D,1.0,42.03831,-93.68161
KAYL,0.99,Storm Lake,IA,D,0.25,42.63469,-95.16972
KBIZ,1.24,Ottumwa,IA,C,1.0,41.00003,-92.38992
KBKB,1.36,Fort Madison,IA,D,1.0,40.65836,-91.27236
KBUR,1.49,Burlington,IA,C,0.76,40.82392,-91.14264
KCFI,1.25,Cedar Falls,IA,B,0.5,42.54414,-92.48825
KCHA,1.58,Charles City,IA,D,0.49,43.05328,-92.67072
KCHE,1.44,Cherokee,IA,D,0.39,42.78914,-95.5525
KCII,1.38,Washington,IA,D,0.5,41.30503,-91.71017
KCIM,1.38,Carroll,IA,D,0.5,42.03775,-94.88444
KCJJ,1.63,Iowa City,IA,B,10.0,41.60086,-91.50128
KCLN,1.39,Clinton,IA,D,1.0,41.90947,-90.22458
KCNZ,1.65,Cedar Falls,IA,B,10.0,42.41306,-92.43769
KCOB,1.28,Newton,IA,D,0.73,41.73639,-93.02019
KCOG,1.4,Centerville,IA,C,0.42,40.74639,-92.90519
KCPS,1.15,Burlington,IA,D,0.5,40.85308,-91.13625
KDAO,1.19,Marshalltown,IA,D,0.25,42.07139,-92.92214
KDEC,1.24,Decorah,IA,C,1.0,43.30969,-91.8085
KDLF,1.26,Boone,IA,D,5.0,42.04858,-93.89856
KDLS,1.31,Perry,IA,B,0.5,41.83275,-94.03772
KDLX,1.15,Des Moines,IA,B,2.5,41.4525,-93.68133
KDSN,1.53,Denison,IA,D,0.5,42.03611,-95.32917
KDTH,1.37,Dubuque,IA,B,5.0,42.485,-90.64431
KFJB,1.23,Marshalltown,IA,C,1.0,42.06417,-92.96769
KGLO,1.3,Mason City,IA,B,5.0,43.05358,-93.20492
KGRN,1.41,Grinnell,IA,D,0.5,41.74444,-92.70603
KGYM,1.6,Cedar Rapids,IA,B,5.0,41.97083,-91.53378
KICD,1.24,Spencer,IA,C,1.0,43.16581,-95.14639
KIFG,1.51,Iowa Falls,IA,D,1.0,42.51358,-93.21603
KILJ,1.13,Mount Pleasant,IA,D,0.25,40.96058,-91.58489
KILR,1.07,Estherville,IA,D,0.25,43.42911,-94.82333
KIWA,1.55,Sheldon,IA,D,0.283,43.18136,-95.86586
KJAN,1.22,Atlantic,IA,D,0.178,41.41722,-95.00444
KLEE,1.48,Ottumwa,IA,D,0.25,41.02444,-92.48242
KLEM,1.41,Le Mars,IA,D,1.0,42.81778,-96.16336
KLGZ,1.6,Algona,IA,B,1.0,43.06803,-94.30469
KLNG,1.56,Council Bluffs,IA,D,10.0,41.20778,-95.90694
KMA,0.96,Shenandoah,IA,B,5.0,40.78,-95.35667
KMAQ,1.32,Maquoketa,IA,D,0.5,42.09058,-90.62875
KMCD,1.57,Fairfield,IA,D,0.25,41.00558,-92.01878
KMJM,1.36,Cedar Rapids,IA,D,1.0,41.92444,-91.61544
KMNS,0.62,Sioux City,IA,B,1.0,42.37361,-96.44836
KMRY,1.45,Cedar Rapids,IA,C,1.0,42.00694,-91.70825
KMZN,0.74,Oskaloosa,IA,D,0.229,41.32083,-92.64575
KNIA,1.32,Knoxville,IA,D,0.5,41.33056,-93.10964
KNWS,1.09,Waterloo,IA,D,1.0,42.44389,-92.29944
KOAK,1.08,Red Oak,IA,D,0.25,41.0175,-95.20528
KOEL,0.95,Oelwein,IA,B,5.0,42.65581,-91.90072
KOKX,1.31,Keokuk,IA,B,1.0,40.38061,-91.35264
KPSZ,0.94,Des Moines,IA,B,10.0,41.47639,-93.37411
KPTY,1.33,Waterloo,IA,B,5.0,42.46694,-92.26658
KQMG,1.22,Independence,IA,D,0.25,42.47556,-91.87406
KRIB,1.49,Mason City,IA,C,1.0,43.13497,-93.20797
KRNI,1.01,Mason City,IA,D,0.76,43.14192,-93.11131
KRNT,1.35,Des Moines,IA,B,5.0,41.55861,-93.57939
KROS,1.34,Clinton,IA,C,1.0,41.86003,-90.20514
KSCJ,1.36,Sioux City,IA,B,5.0,42.55667,-96.33697
KSIB,1.52,Creston,IA,D,1.0,41.03778,-94.39414
KSOU,1.09,Sioux Center,IA,D,0.5,43.05608,-96.17169
KVFD,1.4,Fort Dodge,IA,C,0.85,42.47886,-94.20303
KWAY,1.47,Waverly,IA,D,1.0,42.70358,-92.47269
KWBG,1.59,Boone,IA,B,1.0,42.02275,-93.87689
KWLC,1.24,Decorah,IA,C,1.0,43.30969,-91.8085
KWMT,0.54,Fort Dodge,IA,D,5.0,42.49581,-94.20942
KWPC,0.86,Muscatine,IA,D,0.25,41.44281,-91.07597
KWSL,1.47,Sioux City,IA,D,2.3,42.41194,-96.42697
KXEL,1.54,Waterloo,IA,A,50.0,42.17972,-92.31075
KXIC,0.8,Iowa City,IA,D,1.0,41.68753,-91.54433
KXLQ,1.49,Indianola,IA,C,0.5,41.35667,-93.588
KXNO,1.46,Des Moines,IA,B,5.0,41.64583,-93.53689
KYFR,0.92,Shenandoah,IA,B,5.0,40.62278,-95.24525
KZWC,1.57,Webster City,IA,D,0.232,42.46775,-93.79689
WDBQ,1.49,Dubuque,IA,C,1.0,42.50278,-90.70681
WHO,1.04,Des Moines,IA,A,50.0,41.65278,-93.3505
WMT,0.6,Cedar Rapids,IA,B,5.0,42.06111,-91.54517
WOC,1.42,Davenport,IA,B,5.0,41.55003,-90.47708
WOI,0.64,Ames,IA,B,5.0,41.99278,-93.69106
WSUI,0.91,Iowa City,IA,B,5.0,41.52392,-91.50322
KACH,1.34,Preston,ID,C,1.0,42.12436,-111.84661
KART,1.4,Jerome,ID,C,1.0,42.73075,-114.53894
KBAR,1.23,Burley,ID,C,1.0,42.53464,-113.81586
KBFI,1.45,Bonners Ferry,ID,C,1.0,48.68883,-116.33547
KBGN,1.06,Caldwell,ID,D,10.0,43.72017,-116.53375
KBOI,0.67,Boise,ID,B,50.0,43.42878,-116.32956
KBRV,0.8,Soda Springs,ID,D,10.0,42.64408,-111.61217
KCID,1.49,Caldwell,ID,C,1.0,43.66572,-116.63458
KDIL,0.94,Jerome,ID,B,0.41,42.72742,-114.62783
KEZJ,1.45,Twin Falls,ID,C,1.0,42.54325,-114.47142
KFXD,0.63,Boise,ID,D,5.0,43.51564,-116.33364
KGEM,1.14,Boise,ID,B,10.0,43.59628,-116.25094
KHLY,1.44,Hailey,ID,D,0.27,43.54964,-114.32228
KIDO,0.58,Nampa,ID,B,20.0,43.42878,-116.32956
KIGO,1.42,St. Anthony,ID,D,32.0,43.66714,-111.87136
KKOO,1.26,Weiser,ID,D,8.4,44.06211,-116.90711
KKRK,0.97,Rupert,ID,D,1.0,42.60222,-113.72333
KLER,1.3,Orofino,ID,B,5.0,46.47797,-116.24375
KLIX,1.31,Twin Falls,ID,B,5.0,42.55158,-114.36836
KMHI,1.24,Mountain Home,ID,C,1.0,43.15072,-115.70814
KMHR,0.95,Boise,ID,D,3.5,43.62767,-116.50875
KNBL,1.26,Idaho Falls,ID,D,5.0,43.52075,-111.99331
KOFE,1.24,St. Maries,ID,C,1.0,47.32047,-116.54822
KORT,1.23,Grangeville,ID,C,1.0,45.931,-116.13153
KOUU,1.29,Pocatello,ID,D,50.0,42.95742,-112.43025
KOZE,0.95,Lewiston,ID,B,5.0,46.39211,-117.03517
KRPL,1.4,Moscow,ID,C,1.0,46.74628,-117.01933
KRXK,1.23,Rexburg,ID,C,1.0,43.84714,-111.78497
KRXR,1.48,Filer,ID,D,1.3,42.72742,-114.62783
KSEI,0.93,Pocatello,ID,B,5.0,42.96214,-112.49803
KSPD,0.79,Boise,ID,D,1.0,43.56572,-116.33789
KSPT,1.4,Sandpoint,ID,C,1.0,48.30436,-116.54325
KSPZ,0.98,Ammon,ID,B,5.0,43.52297,-112.01081
KSRA,0.96,Salmon,ID,D,1.0,45.18381,-113.87089
KTFI,1.27,Twin Falls,ID,B,5.0,42.54325,-114.47142
KTIK,1.35,Nampa,ID,B,5.0,43.54933,-116.4115
KTRP,1.45,Notus,ID,C,1.0,43.84544,-116.75681
KVNI,1.08,Coeur D'Alene,ID,B,10.0,47.61631,-116.72075
KVSI,1.45,Montpelier,ID,C,1.0,42.31714,-111.32297
KWIK,1.24,Pocatello,ID,C,0.96,42.92408,-112.45942
KXQZ,1.34,Wendell,ID,C,1.0,42.72381,-114.67061
KYWN,0.89,Meridian,ID,D,50.0,43.46017,-116.24233
KSGM,0.98,Chester,IL,B,1.0,37.78783,-89.90594
WAKO,0.91,Lawrenceville,IL,D,0.5,38.72311,-87.65364
WAUR,1.55,Somonauk,IL,D,0.38,41.66836,-88.56842
WBBM,0.78,Chicago,IL,A,35.0,41.93419,-88.07283
WBEL,1.38,South Beloit,IL,B,5.0,42.45947,-89.02872
WBGX,1.57,Harvey,IL,B,1.1,41.60392,-87.67922
WBGZ,1.57,Alton,IL,D,1.0,38.92811,-90.21761
WBYS,1.56,Canton,IL,D,0.25,40.54447,-90.02094
WCAZ,1.51,Carthage,IL,D,0.33,40.40867,-91.17014
WCGO,1.59,Evanston,IL,D,8.7,42.03531,-87.70339
WCIL,1.02,Carbondale,IL,D,1.0,37.72533,-89.25703
WCKG,1.53,Elmhurst,IL,D,0.36,41.86278,-87.92389
WCMY,1.43,Ottawa,IL,D,0.5,41.34808,-88.80425
WCPT,0.82,Willow Springs,IL,B,5.8,41.98142,-87.77228
WCRA,1.09,Effingham,IL,D,0.64,39.10722,-88.56222
WDAN,1.49,Danville,IL,C,1.0,40.14947,-87.62642
WDLM,0.96,East Moline,IL,D,0.52,41.41586,-90.39931
WDQN,1.58,Duquoin,IL,D,0.17,38.03228,-89.24175
WDWS,1.4,Champaign,IL,C,1.0,40.08447,-88.24811
WDYS,1.48,Somonauk,IL,D,0.25,41.66836,-88.56842
WDZ,1.05,Decatur,IL,B,1.0,39.81503,-89.00231
WEBQ,1.24,Harrisburg,IL,C,1.0,37.71756,-88.54367
WEEF,1.43,Deerfield,IL,B,1.6,42.13947,-87.88533
WEUR,1.49,Oak Park,IL,C,1.0,41.88114,-87.79394
WFIW,1.39,Fairfield,IL,D,0.71,38.3795,-88.32589
WFMB,1.45,Springfield,IL,C,1.0,39.76006,-89.6515
WFRL,1.57,Freeport,IL,B,1.0,42.31253,-89.59456
WFRX,1.3,West Frankfort,IL,D,1.0,37.8845,-88.92894
WFXN,1.23,Moline,IL,C,1.0,41.48169,-90.53042
WGGH,1.15,Marion,IL,D,5.0,37.72978,-88.89561
WGIL,1.4,Galesburg,IL,C,0.74,40.94281,-90.34431
WGN,0.72,Chicago,IL,A,50.0,42.01167,-88.03528
WGRB,1.39,Chicago,IL,B,5.0,41.73697,-87.70006
WHCO,1.23,Sparta,IL,C,1.0,38.12367,-89.72233
WHOW,1.52,Clinton,IL,D,5.0,40.09531,-88.96425
WIBH,1.44,Anna,IL,D,0.5,37.44589,-89.25008
WIHM,1.41,Taylorville,IL,D,1.0,39.54394,-89.27508
WIJR,0.88,Highland,IL,B,1.7,38.75644,-89.65508
WILL,0.58,Urbana,IL,D,5.0,40.08086,-88.23617
WILY,1.21,Centralia,IL,D,10.0,38.482,-89.14897
WIND,0.56,Chicago,IL,B,5.0,41.56503,-87.41975
WINI,1.42,Murphysboro,IL,D,0.42,37.75728,-89.23342
WIRL,1.29,Peoria,IL,B,5.0,40.62336,-89.59094
WITY,0.98,Danville,IL,B,1.0,40.07808,-87.63892
WIXN,1.46,Dixon,IL,D,1.0,41.82725,-89.4865
WJBC,1.23,Bloomington,IL,C,1.0,40.45031,-89.01175
WJBM,1.48,Jerseyville,IL,D,0.5,39.11283,-90.31206
WJIL,1.55,Jacksonville,IL,D,1.0,39.72228,-90.19539
WJOL,1.34,Joliet,IL,C,1.0,41.53503,-88.05422
WJPF,1.34,Herrin,IL,C,0.77,37.8345,-89.02786
WKAN,1.32,Kankakee,IL,B,1.0,41.13558,-87.81947
WKBM,0.93,Sandwich,IL,B,2.5,41.60725,-88.45314
WKEI,1.45,Kewanee,IL,C,0.5,41.22669,-89.93483
WKJR,1.46,Rantoul,IL,D,0.5,40.31031,-88.21506
WKRO,1.49,Cairo,IL,C,1.0,37.04339,-89.18397
WKRS,1.22,Waukegan,IL,D,1.0,42.34975,-87.88147
WKTA,1.33,Evanston,IL,D,5.0,42.13947,-87.88533
WKZI,0.8,Casey,IL,B,0.25,39.30447,-87.97142
WLBK,1.36,Dekalb,IL,D,1.0,41.93836,-88.75092
WLDS,1.18,Jacksonville,IL,D,1.0,39.7345,-90.19733
WLIQ,1.53,Quincy,IL,D,1.4,39.93089,-91.42958
WLLM,1.37,Lincoln,IL,D,1.0,40.14006,-89.38619
WLPO,1.22,Lasalle,IL,B,1.0,41.30392,-89.09564
WLS,0.89,Chicago,IL,A,50.0,41.55586,-87.84839
WLUV,1.52,Loves Park,IL,D,0.5,42.33003,-89.08289
WMAY,0.97,Springfield,IL,B,1.0,39.86172,-89.54233
WMBD,1.47,Peoria,IL,B,5.0,40.57281,-89.53344
WMCL,1.06,Mcleansboro,IL,D,2.5,38.1045,-88.56339
WMFN,0.64,Peotone,IL,B,4.4,41.30114,-87.83533
WMIX,0.94,Mount Vernon,IL,B,5.0,38.37061,-88.92339
WMOK,0.92,Metropolis,IL,B,1.0,37.15339,-88.70922
WMVP,1.0,Chicago,IL,A,50.0,41.54225,-88.03478
WNTA,1.33,Rockford,IL,D,1.0,42.22558,-89.04706
WNVR,1.03,Vernon Hills,IL,D,10.0,42.25281,-88.39592
WNWI,1.08,Oak Lawn,IL,B,5.0,41.64281,-87.64561
WPEO,1.02,Peoria,IL,D,1.0,40.69808,-89.52536
WPJX,1.5,Zion,IL,D,0.25,42.45531,-87.90092
WPMB,1.5,Vandalia,IL,D,0.25,38.95783,-89.12283
WRAM,1.33,Monmouth,IL,D,1.0,40.94975,-90.57208
WRDZ,1.3,La Grange,IL,B,4.5,41.67475,-87.76256
WRHL,1.06,Rochelle,IL,D,0.25,41.92336,-89.05842
WRIK,0.75,Brookport,IL,D,0.5,37.142,-88.6495
WRLL,1.45,Cicero,IL,C,1.0,41.83253,-87.70561
WRMN,1.41,Elgin,IL,B,1.0,42.00586,-88.29869
WRMS,0.79,Beardstown,IL,D,0.5,40.00311,-90.39761
WROK,1.44,Rockford,IL,B,5.0,42.27919,-89.03761
WROY,1.46,Carmi,IL,D,1.0,38.08256,-88.20169
WRTO,1.2,Chicago,IL,B,20.0,41.66197,-87.63006
WRYT,1.08,Edwardsville,IL,D,0.5,38.7995,-89.90011
WSBC,1.24,Chicago,IL,C,1.0,41.98142,-87.77228
WSCR,0.67,Chicago,IL,A,50.0,41.93419,-88.07283
WSDR,1.24,Sterling,IL,C,0.5,41.81642,-89.67039
WSDZ,1.26,Belleville,IL,B,20.0,38.45867,-89.9615
WSFS,0.95,Chicago,IL,B,1.0,41.86086,-87.68672
WSIQ,1.35,Salem,IL,D,0.43,38.63228,-88.91728
WSMI,1.54,Litchfield,IL,D,1.0,39.17256,-89.57064
WSOY,1.34,Decatur,IL,C,1.0,39.81503,-89.00231
WSQR,1.18,Sycamore,IL,D,0.9,42.00669,-88.67786
WTAD,0.93,Quincy,IL,B,5.0,39.89,-91.42369
WTAX,1.24,Springfield,IL,C,1.0,39.79339,-89.60511
WTAY,1.57,Robinson,IL,D,0.25,39.00811,-87.77808
WTFN,1.28,Aurora,IL,B,1.0,41.76947,-88.24564
WTIM,0.87,Assumption,IL,D,0.5,39.48725,-88.95869
WVBP,1.35,Peoria,IL,B,1.0,40.59475,-89.59456
WVEL,1.14,Pekin,IL,D,5.0,40.60336,-89.62567
WVLN,0.74,Olney,IL,D,0.25,38.70033,-88.08142
WVON,1.69,Berwyn,IL,B,10.0,41.73725,-87.70117
WWHN,1.51,Joliet,IL,D,1.0,41.51392,-88.05283
WXES,1.11,Chicago,IL,D,4.2,41.92808,-88.007
WYLL,1.16,Chicago,IL,B,15.0,41.57308,-87.99367
WZOE,1.49,Princeton,IL,C,1.0,41.35225,-89.46814
WAKE,1.5,Valparaiso,IN,D,1.0,41.44336,-87.04836
WAMW,1.58,Washington,IN,D,0.5,38.64589,-87.27944
WAOV,1.45,Vincennes,IN,C,1.0,38.70728,-87.49503
WASK,1.45,Lafayette,IN,C,1.0,40.40225,-86.84972
WAWK,1.14,Kendallville,IN,D,0.25,41.4545,-85.26331
WBAA,0.92,West Lafayette,IN,B,5.0,40.34142,-86.88361
WBAT,1.4,Marion,IN,C,1.0,40.56114,-85.69164
WBGW,1.33,Evansville,IN,B,5.0,38.05256,-87.59531
WBIW,1.34,Bedford,IN,C,1.0,38.87311,-86.47611
WBNL,1.54,Boonville,IN,D,0.25,38.06617,-87.27417
WBRI,1.5,Indianapolis,IN,D,5.0,39.87031,-86.08806
WBZQ,1.3,Huntington,IN,D,0.5,40.87533,-85.47414
WCMR,1.27,Elkhart,IN,B,5.0,41.62117,-85.96111
WCSI,1.01,Columbus,IN,D,0.33,39.18672,-85.95
WCVL,1.55,Crawfordsville,IN,D,0.25,40.06561,-86.93361
WEOA,1.4,Evansville,IN,C,1.0,37.93811,-87.52778
WFCV,1.09,Fort Wayne,IN,D,2.5,41.08367,-85.07553
WFNB,1.13,Brazil,IN,D,0.5,39.51225,-87.13836
WFNI,1.07,Indianapolis,IN,B,50.0,39.95586,-86.35833
WGAB,1.18,Newburgh,IN,D,0.67,37.9545,-87.41861
WGBF,1.28,Evansville,IN,B,5.0,37.99586,-87.47667
WGL,1.25,Fort Wayne,IN,B,2.3,41.02117,-85.16275
WGLL,1.57,Auburn,IN,D,0.5,41.33367,-85.05219
WGNR,1.47,Anderson,IN,D,1.0,40.06197,-85.71025
WHBU,1.24,Anderson,IN,C,0.7,40.07367,-85.69942
WHLY,1.58,South Bend,IN,B,1.0,41.68589,-86.16472
WILO,1.57,Frankfort,IN,B,0.25,40.27781,-86.48528
WIMS,1.42,Michigan City,IN,B,5.0,41.67781,-86.93614
WIOE,1.45,Fort Wayne,IN,C,1.0,41.07061,-85.11942
WIOU,1.35,Kokomo,IN,B,5.0,40.41697,-86.11361
WITZ,0.99,Jasper,IN,D,1.0,38.35061,-86.94056
WJCP,1.46,North Vernon,IN,D,1.0,38.99617,-85.65053
WJOB,1.23,Hammond,IN,C,1.0,41.59697,-87.47919
WKAM,1.46,Goshen,IN,B,2.5,41.58728,-85.81944
WKBV,1.49,Richmond,IN,C,1.0,39.82811,-84.93247
WKJG,1.38,Fort Wayne,IN,B,5.0,41.00422,-85.09914
WKVI,1.52,Knox,IN,D,1.8,41.32161,-86.60594
WLOI,1.54,La Porte,IN,D,0.25,41.63367,-86.75919
WLPK,1.58,Connersville,IN,D,0.245,39.63756,-85.14581
WLRS,1.57,New Albany,IN,B,1.5,38.32783,-85.78219
WLTH,1.37,Gary,IN,D,1.0,41.57142,-87.31725
WMRI,0.86,Marion,IN,B,1.0,40.55336,-85.64581
WMUN,1.34,Muncie,IN,C,1.0,40.16172,-85.37803
WMYJ,1.54,Martinsville,IN,D,0.5,39.40867,-86.41944
WNDE,1.26,Indianapolis,IN,B,5.0,39.86503,-86.06192
WNDI,1.55,Sullivan,IN,D,0.25,39.07561,-87.39919
WNDZ,0.75,Portage,IN,D,15.0,41.56364,-87.15503
WNTS,1.59,Beech Grove,IN,B,5.0,39.73922,-86.09136
WOCC,1.55,Corydon,IN,D,0.25,38.19061,-86.13331
WOWO,1.19,Fort Wayne,IN,B,50.0,40.99644,-85.35164
WPFR,1.48,Terre Haute,IN,D,0.244,39.50144,-87.38647
WPGW,1.44,Portland,IN,D,0.5,40.43617,-85.01553
WPIW,1.59,Mt. Vernon,IN,D,0.5,37.93422,-87.92836
WRAY,1.25,Princeton,IN,D,1.0,38.357,-87.59031
WRIN,1.56,Rensselaer,IN,D,1.0,40.96142,-87.15197
WRSW,1.48,Warsaw,IN,B,1.0,41.22256,-85.83806
WSAL,1.23,Logansport,IN,C,1.0,40.75447,-86.31111
WSBT,0.96,South Bend,IN,B,5.0,41.61672,-86.21694
WSEZ,1.56,Paoli,IN,D,0.25,38.53811,-86.47889
WSHY,1.41,Lafayette,IN,D,0.26,40.36169,-86.87806
WSLM,1.22,Salem,IN,D,5.0,38.61533,-86.08608
WSVX,1.52,Shelbyville,IN,D,0.26,39.55811,-85.77025
WSWI,0.82,Evansville,IN,D,0.25,37.96478,-87.66836
WSYW,0.81,Indianapolis,IN,D,0.25,39.72561,-86.18556
WTCA,1.05,Plymouth,IN,B,0.25,41.31839,-86.31139
WTCJ,1.23,Tell City,IN,C,0.85,37.92589,-86.72194
WTLC,1.31,Indianapolis,IN,B,5.0,39.71894,-86.17583
WTRC,1.34,Elkhart,IN,C,1.0,41.6745,-85.9475
WTRE,1.33,Greensburg,IN,D,0.5,39.32811,-85.50164
WWCA,1.27,Gary,IN,B,1.0,41.52781,-87.37669
WWZN,1.37,Bloomington,IN,B,5.0,39.19006,-86.63444
WXGO,1.27,Madison,IN,D,1.0,38.74117,-85.36133
WXLW,0.95,Indianapolis,IN,D,1.0,39.85144,-86.24444
WXNT,1.43,Indianapolis,IN,B,5.0,39.83836,-86.19889
WXVW,1.45,Jeffersonville,IN,C,1.0,38.29481,-85.75192
WZZB,1.39,Seymour,IN,D,1.0,38.97589,-85.88914
KABI,1.56,Abilene,KS,D,0.25,38.92944,-97.24642
KAYS,1.4,Hays,KS,C,1.0,38.89139,-99.36789
KBUF,1.03,Holcomb,KS,B,2.5,38.00031,-100.89878
KCCV,0.76,Overland Park,KS,D,6.0,39.04056,-94.50967
KCNW,1.38,Fairway,KS,D,2.5,39.07194,-94.68303
KCZZ,1.48,Mission,KS,B,1.0,39.06806,-94.70275
KDTD,1.34,Kansas City,KS,C,1.0,39.11389,-94.67942
KFH,1.24,Wichita,KS,C,0.63,37.71833,-97.31839
KFKB,1.07,Wichita,KS,B,10.0,37.76139,-97.33339
KFRM,0.55,Salina,KS,D,5.0,39.43444,-97.66058
KGGF,0.69,Coffeyville,KS,B,10.0,37.14647,-95.47858
KGGS,1.34,Garden City,KS,C,1.0,37.96892,-100.93267
KGNO,1.37,Dodge City,KS,B,5.0,37.76003,-100.09847
KGSO,1.41,Wichita,KS,B,5.0,37.73472,-97.352
KINA,0.91,Salina,KS,D,0.5,38.76444,-97.54197
KIND,1.01,Independence,KS,D,0.25,37.26172,-95.76664
KIOL,1.37,Iola,KS,D,0.5,37.90197,-95.40747
KIUL,1.24,Garden City,KS,C,1.0,37.99781,-100.90739
KJCK,1.42,Junction City,KS,B,1.0,39.02583,-96.81028
KJRG,0.95,Newton,KS,D,0.5,38.04417,-97.37281
KKAN,1.49,Phillipsburg,KS,C,1.0,39.79222,-99.33231
KKLE,1.55,Winfield,KS,D,0.25,37.23642,-97.02558
KKLO,1.41,Leavenworth,KS,B,5.0,39.27333,-94.90775
KKOW,0.86,Pittsburg,KS,B,10.0,37.41283,-94.638
KKOY,1.46,Chanute,KS,D,1.0,37.68839,-95.47025
KLEY,1.13,Wellington,KS,D,0.25,37.24114,-97.40144
KLKC,1.54,Parsons,KS,D,0.25,37.34311,-95.23219
KLQR,1.51,Larned,KS,D,1.0,38.165,-99.10178
KLWN,1.32,Lawrence,KS,B,0.5,38.93472,-95.28692
KMAJ,1.44,Topeka,KS,B,5.0,39.01861,-95.57303
KMAN,1.35,Manhattan,KS,D,0.5,39.21056,-96.55667
KMCP,1.54,Mcpherson,KS,D,0.25,38.33861,-97.66839
KMDO,1.6,Fort Scott,KS,D,0.77,37.78367,-94.70025
KMMM,1.29,Pratt,KS,B,5.0,37.64281,-98.67786
