callsign,freq_mhz,city,state,class,erp_kw,lat,lon
WCVP,0.6,Murphy,NC,D,1.0,35.06675,-83.99936
WCXN,1.17,Claremont,NC,D,7.7,35.72625,-81.14758
WDEX,1.43,Monroe,NC,B,2.5,34.98458,-80.60367
WDJS,1.43,Mount Olive,NC,B,10.0,35.20044,-78.12278
WDLX,0.93,Washington,NC,B,5.0,35.52683,-77.07494
WDNC,0.62,Durham,NC,D,1.5,35.96792,-78.88778
WDRU,1.03,Creedmoor,NC,D,50.0,36.17875,-78.75806
WDSL,1.52,Mocksville,NC,D,5.0,35.88069,-80.54033
WDUR,1.49,Durham,NC,C,1.0,35.96792,-78.88778
WDYT,1.22,Kings Mountain,NC,D,25.0,35.28681,-81.17425
WEAL,1.51,Greensboro,NC,D,0.82,36.06181,-79.79281
WECU,1.57,Winterville,NC,B,2.5,35.53775,-77.41811
WEEB,0.99,Southern Pines,NC,D,10.0,35.19628,-79.41253
WEED,1.39,Rocky Mount,NC,D,5.0,35.96211,-77.82608
WENC,1.22,Whiteville,NC,D,5.0,34.3085,-78.71642
WETC,0.54,Wendell-Zebulon,NC,B,10.0,35.86931,-78.43194
WEWO,1.46,Laurinburg,NC,B,5.0,34.7835,-79.51089
WEZZ,0.97,Canton,NC,D,5.0,35.53289,-82.86597
WFAY,1.23,Fayetteville,NC,C,1.0,35.07156,-78.87392
WFMC,0.73,Goldsboro,NC,D,1.0,35.37378,-78.01111
WFMO,0.86,Fairmont,NC,D,1.0,34.51767,-79.10503
WFNC,0.64,Fayetteville,NC,B,10.0,35.07961,-78.93253
WFSC,1.05,Franklin,NC,D,5.0,35.21119,-83.36847
WGAI,0.56,Elizabeth City,NC,B,1.0,36.33794,-76.24661
WGAS,1.42,South Gastonia,NC,D,0.5,35.18292,-81.20814
WGBR,1.15,Goldsboro,NC,B,5.0,35.37406,-78.01139
WGCR,0.72,Pisgah Forest,NC,D,50.0,35.25289,-82.67428
WGFY,1.48,Charlotte,NC,B,12.0,35.28486,-80.87592
WGHB,1.25,Farmville,NC,B,5.0,35.60489,-77.57442
WGIV,1.37,Pineville,NC,D,5.0,35.21792,-80.89314
WGNC,1.45,Gastonia,NC,C,1.0,35.27569,-81.20092
WGOS,1.07,High Point,NC,D,1.0,35.91625,-80.01642
WGSP,1.31,Charlotte,NC,D,5.0,35.25653,-80.86425
WHBK,1.46,Marshall,NC,D,5.0,35.80122,-82.67986
WHIP,1.35,Mooresville,NC,D,1.0,35.60125,-80.81397
WHKP,1.45,Hendersonville,NC,C,0.97,35.339,-82.45539
WHKY,1.29,Hickory,NC,B,50.0,35.72653,-81.30036
WHNC,0.89,Henderson,NC,D,1.0,36.33569,-78.36944
WHPY,1.59,Clayton,NC,D,5.0,35.64711,-78.50556
WHVN,1.24,Charlotte,NC,C,1.0,35.26406,-80.77019
WIAM,0.9,Williamston,NC,B,1.0,35.85767,-77.04244
WIDU,1.6,Fayetteville,NC,D,5.0,35.0985,-78.88642
WIOZ,0.55,Pinehurst,NC,B,1.0,35.15128,-79.47753
WISE,1.31,Asheville,NC,B,5.0,35.61928,-82.57236
WIXE,1.19,Monroe,NC,D,5.0,34.96153,-80.54422
WIZS,1.45,Henderson,NC,C,1.0,36.33747,-78.41944
WJCV,1.29,Jacksonville,NC,D,5.0,34.76628,-77.39081
WJNC,1.24,Jacksonville,NC,C,1.0,34.74906,-77.41386
WJRI,1.34,Lenoir,NC,C,1.0,35.89431,-81.55814
WJRM,1.39,Troy,NC,D,1.0,35.36208,-79.86033
WKBC,0.8,North Wilkesboro,NC,B,1.0,36.18792,-81.14147
WKDX,1.25,Hamlet,NC,D,1.0,34.88517,-79.68033
WKEW,1.4,Greensboro,NC,C,0.76,36.06181,-79.79281
WKGX,1.08,Lenoir,NC,D,5.0,35.91069,-81.55953
WKIX,0.85,Raleigh,NC,D,9.0,35.79403,-78.76167
WKJV,1.38,Asheville,NC,B,25.0,35.60539,-82.59181
WKJW,1.01,Black Mountain,NC,D,47.0,35.5915,-82.41456
WKOO,0.71,Rose Hill,NC,D,2.5,34.8635,-78.0375
WKRK,1.32,Murphy,NC,D,5.0,35.11175,-84.00853
WKSK,0.58,West Jefferson,NC,D,5.0,36.41094,-81.49594
WKTE,1.09,King,NC,D,1.0,36.29681,-80.37144
WKXR,1.26,Asheboro,NC,B,5.0,35.72403,-79.80558
WKYK,0.94,Burnsville,NC,B,4.6,35.92567,-82.27208
WLLN,1.37,Lillington,NC,D,5.0,35.38794,-78.80586
WLLQ,1.53,Chapel Hill,NC,D,10.0,35.96875,-79.0025
WLLY,1.35,Wilson,NC,D,1.0,35.7235,-77.92081
WLNC,1.3,Laurinburg,NC,D,0.5,34.7835,-79.43922
WLNR,1.23,Kinston,NC,C,1.0,35.25878,-77.60886
WLOE,1.49,Eden,NC,C,1.0,36.50597,-79.77142
WLON,1.05,Lincolnton,NC,D,1.0,35.49125,-81.26731
WLSG,1.34,Wilmington,NC,C,1.0,34.26742,-77.92575
WLWL,0.77,Rockingham,NC,D,5.0,34.92517,-79.78617
WLXN,1.44,Lexington,NC,D,5.3,35.92042,-80.25033
WMFA,1.4,Raeford,NC,C,1.0,34.97878,-79.20864
WMFD,0.63,Wilmington,NC,B,0.8,34.27211,-77.97417
WMFR,1.23,High Point,NC,C,1.0,35.95569,-80.00586
WMNC,1.43,Morganton,NC,D,2.7,35.75264,-81.72175
WMPM,1.27,Smithfield,NC,D,5.0,35.526,-78.33333
WMRV,1.45,Spring Lake,NC,C,0.95,35.18656,-78.95947
WMXF,1.4,Waynesville,NC,C,1.0,35.504,-82.97347
WMYN,1.42,Mayodan,NC,D,1.0,36.41514,-79.98697
WNCA,1.57,Siler City,NC,B,5.0,35.73319,-79.49197
WNCT,1.07,Greenville,NC,D,5.0,35.60322,-77.42608
WNNC,1.23,Newton,NC,C,1.0,35.67236,-81.23647
WNOS,1.45,New Bern,NC,C,1.0,35.101,-77.0755
WNOW,1.03,Mint Hill,NC,D,9.4,35.14069,-80.60006
WOBX,1.53,Wanchese,NC,D,0.25,35.86461,-75.64961
WOGR,1.54,Charlotte,NC,D,2.4,35.27403,-80.86092
WOHS,1.39,Shelby,NC,D,0.7,35.29125,-81.56731
WPAQ,0.74,Mount Airy,NC,D,10.0,36.53458,-80.59644
WPCM,0.92,Burlington-Graham,NC,D,5.0,36.09764,-79.48614
WPEK,0.88,Fairview,NC,D,5.0,35.54678,-82.47067
WPET,0.95,Greensboro,NC,D,0.54,36.06181,-79.79281
WPFJ,1.48,Franklin,NC,D,5.0,35.17969,-83.35292
WPIP,0.88,Winston-Salem,NC,D,1.8,36.04403,-80.18172
WPJL,1.24,Raleigh,NC,C,1.0,35.77375,-78.61889
WPOL,1.34,Winston-Salem,NC,C,1.0,36.07403,-80.25506
WPTF,0.68,Raleigh,NC,B,50.0,35.79403,-78.76111
WPTL,0.92,Canton,NC,D,0.5,35.52094,-82.80653
WPYB,1.13,Benson,NC,D,6.5,35.361,-78.56889
WPZS,0.61,Charlotte,NC,B,5.0,35.30097,-80.88814
WQDR,0.57,Raleigh,NC,D,1.0,35.79319,-78.76111
WQTM,1.48,Fair Bluff,NC,D,10.0,34.32322,-79.00169
WRCS,0.97,Ahoskie,NC,D,1.0,36.27961,-77.03275
WREV,1.22,Reidsville,NC,D,1.0,36.38606,-79.65072
WRGC,0.54,Sylva,NC,B,1.0,35.39192,-83.24875
WRJD,1.41,Durham,NC,B,5.0,36.02903,-78.84972
WRKB,1.46,Kannapolis,NC,D,2.0,35.48736,-80.60478
WRMT,1.49,Rocky Mount,NC,C,1.0,35.93267,-77.82997
WRNA,1.14,China Grove,NC,D,1.0,35.57236,-80.58894
WRRZ,0.88,Clinton,NC,D,1.0,34.97794,-78.30389
WRTG,1.0,Garner,NC,D,1.0,35.73069,-78.60306
WRXO,1.43,Roxboro,NC,D,1.0,36.36792,-78.99917
WSAT,1.28,Salisbury,NC,D,0.85,35.68833,-80.49556
WSGH,1.04,Lewisville,NC,D,1.1,36.13142,-80.501
WSIC,1.4,Statesville,NC,C,1.0,35.80264,-80.89147
WSJS,0.6,Winston-Salem,NC,B,5.0,36.11681,-80.357
WSKY,1.23,Asheville,NC,C,1.0,35.619,-82.57181
WSME,1.12,Camp Lejeune,NC,D,6.0,34.71767,-77.28217
WSML,1.2,Graham,NC,B,10.0,36.13375,-79.47031
WSMX,1.5,Winston-Salem,NC,D,0.14,36.07403,-80.25506
WSMY,1.4,Weldon,NC,C,1.0,36.41208,-77.61803
WSPC,1.01,Albemarle,NC,D,1.0,35.38708,-80.192
WSQL,1.24,Brevard,NC,C,1.0,35.22317,-82.70542
WSRP,0.91,Jacksonville,NC,B,5.0,34.796,-77.48969
WSSG,1.3,Goldsboro,NC,D,1.0,35.40239,-78.02194
WSTP,1.49,Salisbury,NC,C,0.6,35.68833,-80.49556
WSVM,1.49,Valdese,NC,C,1.0,35.74597,-81.59397
WSYD,1.3,Mount Airy,NC,B,5.0,36.50347,-80.59283
WTCG,0.87,Mount Holly,NC,D,5.0,35.27375,-80.86092
WTIK,1.31,Durham,NC,B,5.0,36.02514,-78.90194
WTLK,1.57,Taylorsville,NC,B,0.9,35.93186,-81.17131
WTOB,0.98,Winston-Salem,NC,D,1.3,36.11125,-80.24311
WTOE,1.47,Spruce Pine,NC,D,5.0,35.90678,-82.10567
WTRU,0.83,Kernersville,NC,B,50.0,36.19958,-80.20672
WTSB,1.09,Selma,NC,D,9.0,35.616,-78.40889
WTXY,1.54,Whiteville,NC,D,1.0,34.32322,-78.71281
WTZQ,1.6,Hendersonville,NC,D,5.0,35.31483,-82.43261
WVOE,1.59,Chadbourn,NC,D,1.0,34.35156,-78.84364
WWDR,1.08,Murfreesboro,NC,D,0.93,36.44017,-77.13581
WWGP,1.05,Sanford,NC,D,1.0,35.44072,-79.21447
WWMC,1.01,Kinston,NC,D,1.0,35.28433,-77.66442
WWNB,1.49,New Bern,NC,C,1.0,35.13322,-77.06522
WWNC,0.57,Asheville,NC,B,5.0,35.59706,-82.60653
WWNT,1.38,Winston-Salem,NC,B,5.0,36.14819,-80.3195
WWOL,0.78,Forest City,NC,D,10.0,35.35067,-81.90094
WWQT,1.16,Tryon,NC,B,25.0,35.23817,-82.24261
WWWC,1.24,Wilkesboro,NC,C,1.0,36.15014,-81.16147
WXIT,1.2,Blowing Rock,NC,D,4.2,36.21653,-81.7015
WXKL,1.29,Sanford,NC,D,1.0,35.45044,-79.15808
WXNC,1.06,Monroe,NC,D,4.0,34.98792,-80.51783
WYAL,1.28,Scotland Neck,NC,D,5.0,36.136,-77.43553
WYCV,0.9,Granite Falls,NC,D,2.5,35.78625,-81.41647
WYDU,1.16,Red Springs,NC,B,5.0,34.83961,-79.17975
WYFQ,0.93,Charlotte,NC,B,5.0,35.26819,-80.90286
WYNC,1.54,Yanceyville,NC,D,2.5,36.41458,-79.33475
WYRN,1.48,Louisburg,NC,D,0.5,36.11292,-78.28028
WYSR,1.59,High Point,NC,D,1.4,35.98458,-80.06867
WYZD,1.56,Dobson,NC,D,4.2,36.39264,-80.73311
WZBO,1.26,Edenton,NC,D,1.0,36.07961,-76.59967
WZGM,1.35,Black Mountain,NC,D,10.0,35.5915,-82.41456
WZGV,0.73,Cramerton,NC,D,10.0,35.26681,-80.90119
WZKY,1.58,Albemarle,NC,D,1.0,35.36069,-80.17728
WZOO,0.7,Asheboro,NC,B,1.0,35.76403,-79.83419
KBMR,1.13,Bismarck,ND,D,10.0,46.81028,-100.73653
KCJB,0.91,Minot,ND,B,5.0,48.2025,-101.34878
KDAK,1.6,Carrington,ND,D,0.5,47.42861,-99.08456
KDDR,1.22,Oakes,ND,B,1.0,46.12303,-98.08956
KDIX,1.23,Dickinson,ND,C,1.0,46.8725,-102.74433
KDKT,1.41,Beulah,ND,B,1.0,47.2875,-101.76322
KDLR,1.24,Devils Lake,ND,C,1.0,48.11167,-98.84567
KEYZ,0.66,Williston,ND,B,5.0,48.23892,-103.65075
KFGO,0.79,Fargo,ND,B,5.0,46.71803,-96.80175
KFNW,1.2,West Fargo,ND,B,50.0,46.71914,-97.03036
KFYR,0.55,Bismarck,ND,B,5.0,46.85333,-100.544
KHND,1.47,Harvey,ND,D,1.0,47.75639,-99.91872
KKXL,1.44,Grand Forks,ND,B,0.6,47.96442,-97.02981
KLTC,1.46,Dickinson,ND,B,5.0,46.84889,-102.83017
KLXX,1.27,Bismarck-Mandan,ND,B,1.0,46.81028,-100.83653
KMSR,1.52,Northwood,ND,D,1.5,47.49917,-97.35119
KNDC,1.49,Hettinger,ND,C,1.0,46.01972,-102.69294
KNDK,1.08,Langdon,ND,D,1.0,48.78583,-98.3665
KNFL,0.74,Fargo,ND,B,50.0,46.97469,-96.50369
KNOX,1.31,Grand Forks,ND,B,5.0,47.84414,-97.02536
KOVC,1.49,Valley City,ND,C,1.0,46.91331,-98.01761
KPOK,1.34,Bowman,ND,C,1.0,46.18,-103.37047
KQDJ,1.4,Jamestown,ND,C,1.0,46.89361,-98.68928
KQLX,0.89,Lisbon,ND,D,1.8,46.61497,-97.13258
KQWB,1.66,West Fargo,ND,B,10.0,46.97581,-96.58425
KRRZ,1.39,Minot,ND,B,5.0,48.21044,-101.24114
KSJB,0.6,Jamestown,ND,B,5.0,46.81747,-98.70983
KTGO,1.09,Tioga,ND,D,1.1,48.39114,-102.93492
KWTL,1.37,Grand Forks,ND,B,12.0,47.88303,-97.11314
KXMR,0.71,Bismarck,ND,B,4.0,46.66889,-100.77625
KXPO,1.34,Grafton,ND,C,1.0,48.39806,-97.44925
KZZJ,1.45,Rugby,ND,C,1.0,48.35389,-99.99236
WDAY,0.97,Fargo,ND,B,10.0,46.64664,-96.36422
KAMI,1.58,Cozad,NE,D,1.0,40.83778,-99.93928
KAWL,1.37,York,NE,D,0.5,40.84278,-97.58839
KBRB,1.4,Ainsworth,NE,C,1.0,42.55444,-99.8315
KBRL,1.3,Mccook,NE,D,5.0,40.19194,-100.65208
KBRX,1.35,O'Neill,NE,D,1.0,42.45944,-98.65675
KCNI,1.28,Broken Bow,NE,D,1.0,41.40861,-99.67483
KCOW,1.4,Alliance,NE,C,1.0,42.10619,-102.88861
KCRO,0.66,Omaha,NE,D,1.0,41.31306,-96.01031
KCSR,0.61,Chadron,NE,D,1.0,42.83219,-103.01714
KCTY,1.59,Wayne,NE,D,2.5,42.23444,-97.05561
KFAB,1.11,Omaha,NE,A,50.0,41.11972,-96.00197
KFOR,1.24,Lincoln,NE,C,1.0,40.81944,-96.65892
KGFW,1.34,Kearney,NE,C,1.0,40.66806,-99.08147
KGMT,1.31,Fairbury,NE,D,0.5,40.11611,-97.15169
KHAS,1.23,Hastings,NE,C,1.0,40.57781,-98.40506
KHUB,1.34,Fremont,NE,C,0.5,41.43278,-96.45475
KIBM,1.49,Omaha,NE,C,0.97,41.31306,-96.01031
KICS,1.55,Hastings,NE,D,0.5,40.56753,-98.37561
KJLT,0.97,North Platte,NE,D,5.0,41.16,-100.87903
KJSK,0.9,Columbus,NE,D,1.0,41.43972,-97.39061
KLIN,1.4,Lincoln,NE,C,1.0,40.84833,-96.67503
KMMJ,0.75,Grand Island,NE,B,10.5,41.13472,-97.99422
KMMQ,1.02,Plattsmouth,NE,B,50.0,41.08667,-95.71306
KNCY,1.6,Nebraska City,NE,D,0.5,40.67417,-95.88583
KNEB,0.96,Scottsbluff,NE,B,5.0,41.79164,-103.64189
KNGN,1.36,Mccook,NE,D,1.0,40.22222,-100.69406
KNLV,1.06,Ord,NE,D,1.0,41.57139,-98.92286
KODY,1.24,North Platte,NE,C,1.0,41.15389,-100.77347
KOGA,0.93,Ogallala,NE,B,2.1,41.1425,-101.71378
KOIL,1.29,Omaha,NE,B,5.0,41.18889,-96.00614
KOLT,0.69,Terrytown,NE,D,1.0,41.79164,-103.64189
KOOQ,1.41,North Platte,NE,B,5.0,41.175,-100.75236
KOZN,1.62,Bellevue,NE,B,10.0,41.18917,-96.00558
KRFS,1.6,Superior,NE,D,0.5,40.025,-98.07756
KRGI,1.43,Grand Island,NE,D,5.0,40.87139,-98.27444
KRVN,0.88,Lexington,NE,B,50.0,40.51583,-99.39678
KSID,1.34,Sidney,NE,C,1.0,41.13117,-102.97261
KTIC,0.84,West Point,NE,D,5.0,41.78417,-96.67975
KTNC,1.23,Falls City,NE,C,0.5,40.06583,-95.61553
KTTT,1.51,Columbus,NE,D,0.5,41.45389,-97.40589
KUVR,1.38,Holdrege,NE,D,0.32,40.51583,-99.39678
KVSH,0.94,Valentine,NE,D,5.0,42.865,-100.51903
KWBE,1.45,Beatrice,NE,C,0.53,40.26361,-96.77447
KXCB,1.42,Omaha,NE,B,1.0,41.19972,-95.90972
KXPN,1.46,Kearney,NE,D,5.0,40.69306,-99.16703
KZOI,1.25,Dakota City,NE,B,0.5,42.4425,-96.26169
KZOT,1.18,Bellevue,NE,B,25.0,41.27,-95.78639
WJAG,0.78,Norfolk,NE,D,1.0,42.03167,-97.49672
WOW,0.59,Omaha,NE,B,5.0,41.31528,-95.99808
WASR,1.42,Wolfeboro,NH,B,0.5,43.59192,-71.21925
WBNC,1.34,Conway,NH,C,0.62,43.98008,-71.11033
WCNL,1.01,Newport,NH,D,10.0,43.36453,-72.17925
WDER,1.32,Derry,NH,B,10.0,42.86703,-71.28783
WEMJ,1.49,Laconia,NH,C,1.0,43.54147,-71.46203
WFEA,1.37,Manchester,NH,B,5.0,42.90731,-71.462
WFTN,1.24,Franklin,NH,C,1.0,43.45453,-71.64203
WGAM,1.25,Manchester,NH,D,0.67,43.01064,-71.50367
WGHM,0.9,Nashua,NH,D,0.91,42.75953,-71.47644
WGIR,0.61,Manchester,NH,B,5.0,43.01592,-71.4795
WHNM,1.35,Laconia,NH,D,5.0,43.50758,-71.51619
WKBK,1.29,Keene,NH,B,5.0,42.94619,-72.30869
WKDR,1.49,Berlin,NH,C,1.0,44.48283,-71.17675
WKXL,1.45,Concord,NH,C,1.0,43.19472,-71.555
WLTN,1.4,Littleton,NH,C,1.0,44.31311,-71.76842
WMOU,1.23,Berlin,NH,C,1.0,44.48283,-71.17675
WMVX,1.11,Salem,NH,D,5.0,42.76175,-71.26978
WPKC,1.54,Exeter,NH,D,5.0,42.98981,-70.93672
WPKX,0.93,Rochester,NH,B,5.0,43.28703,-70.94811
WPNH,1.3,Plymouth,NH,D,5.0,43.77564,-71.70508
WSMN,1.59,Nashua,NH,D,0.77,42.75953,-71.47644
WTSN,1.27,Dover,NH,B,5.0,43.18369,-70.85339
WTSV,1.23,Claremont,NH,C,1.0,43.37092,-72.32786
WUVR,1.49,Lebanon,NH,C,0.64,43.65342,-72.23731
WZBK,1.22,Keene,NH,D,1.0,42.93064,-72.29953
WBSS,1.49,Pleasantville,NJ,C,0.4,39.39011,-74.51208
WCHR,1.04,Flemington,NJ,B,15.0,40.50511,-74.97628
WCMC,1.23,Wildwood,NJ,C,1.0,39.00261,-74.81239
WCTC,1.45,New Brunswick,NJ,C,1.0,40.49233,-74.41931
WEMG,1.31,Camden,NJ,B,1.0,39.95789,-75.11461
WFJS,1.26,Trenton,NJ,B,5.9,40.26567,-74.75711
WGHT,1.5,Pompton Lakes,NJ,D,1.0,40.98094,-74.28458
WGYM,1.58,Hammonton,NJ,D,1.0,39.62594,-74.79517
WHTG,1.41,Eatontown,NJ,D,0.5,40.26956,-74.07153
WHWH,1.35,Princeton,NJ,B,5.0,40.36678,-74.7435
WIFI,1.46,Florence,NJ,B,5.0,40.0815,-74.79433
WJLK,1.16,Lakewood Township,NJ,B,5.0,40.13594,-74.22958
WKMB,1.07,Stirling,NJ,D,0.25,40.6765,-74.47628
WMID,1.34,Atlantic City,NJ,C,0.89,39.3765,-74.45181
WMIZ,1.27,Vineland,NJ,B,0.36,39.49817,-75.07489
WMTR,1.25,Morristown,NJ,B,5.0,40.81317,-74.46239
WMVB,1.44,Millville,NJ,D,0.46,39.42178,-75.02044
WNJE,0.92,Trenton,NJ,B,1.4,40.25539,-74.86183
WNSW,1.43,Newark,NJ,B,10.0,40.84983,-74.18264
WNYM,0.97,Hackensack,NJ,B,50.0,40.91122,-74.02792
WOBM,1.31,Asbury Park,NJ,B,2.5,40.22983,-74.09042
WOCQ,1.51,Salem,NJ,D,2.5,39.58344,-75.46019
WOND,1.4,Pleasantville,NJ,C,1.0,39.39011,-74.51208
WPAT,0.93,Paterson,NJ,B,5.0,40.84983,-74.18264
WPGG,1.45,Atlantic City,NJ,C,1.0,39.37844,-74.44764
WRNJ,1.51,Hackettstown,NJ,D,2.0,40.81681,-74.82686
WSNJ,1.24,Bridgeton,NJ,C,1.0,39.459,-75.20297
WSNR,0.62,Jersey City,NJ,B,3.0,40.79817,-74.10625
WTMR,0.8,Camden,NJ,B,5.0,39.90928,-75.09961
WTOC,1.36,Newton,NJ,B,2.0,41.03953,-74.73822
WTTM,1.68,Lindenwold,NJ,B,10.0,39.88778,-75.00111
WVNJ,1.16,Oakland,NJ,B,20.0,41.05647,-74.24903
WWAC,1.02,Ocean City-Somers Point,NJ,D,1.9,39.22928,-74.68128
WWJZ,0.64,Mount Holly,NJ,B,50.0,39.99706,-74.71933
WWRU,1.66,Jersey City,NJ,B,10.0,40.82039,-74.06736
WWTR,1.17,Bridgewater,NJ,D,0.6,40.56039,-74.58906
WXMC,1.31,Parsippany-Troy Hill,NJ,D,1.0,40.86428,-74.35125
KABQ,1.35,Albuquerque,NM,B,5.0,35.10061,-106.67669
KAMQ,1.24,Carlsbad,NM,C,1.0,32.39539,-104.24717
KATK,0.74,Carlsbad,NM,B,1.0,32.45067,-104.21356
KBIM,0.91,Roswell,NM,D,5.0,33.44008,-104.52692
KBUY,1.36,Ruidoso,NM,D,5.0,33.32619,-105.67108
KCCC,0.93,Carlsbad,NM,D,1.0,32.40567,-104.18967
KCHS,1.4,Truth Or Consequence,NM,C,1.0,33.14064,-107.23253
KCKN,1.02,Roswell,NM,B,50.0,33.46481,-104.49997
KCLV,1.24,Clovis,NM,C,1.0,34.38842,-103.18661
KCQL,1.34,Aztec,NM,C,1.0,36.82139,-108.00006
KDAZ,0.7,Albuquerque,NM,D,0.45,35.00867,-106.71503
KDCE,0.95,Espanola,NM,D,4.2,36.00225,-106.06697
KDNF,0.84,Belen,NM,D,1.8,35.00867,-106.71503
KDSK,1.24,Los Ranchos De Albuq,NM,C,1.0,35.20172,-106.59947
KEJL,1.11,Humble City,NM,D,5.0,32.8165,-103.23272
KEMR,1.08,Moriarty,NM,D,2.5,35.00922,-105.91697
KENN,1.39,Farmington,NM,B,5.0,36.7075,-108.14786
KFUN,1.23,Las Vegas,NM,C,1.0,35.59672,-105.20639
KGAK,1.33,Gallup,NM,B,5.0,35.54281,-108.73703
KHAC,0.88,Tse Bonito,NM,B,10.0,35.64475,-109.02092
KINN,1.27,Alamogordo,NM,D,1.0,32.88703,-105.95167
KIVA,1.6,Albuquerque,NM,D,10.0,35.05117,-106.64336
KKIM,1.0,Albuquerque,NM,D,10.0,35.05117,-106.64336
KKNS,1.31,Corrales,NM,D,5.0,35.13228,-106.62225
KKOB,0.77,Albuquerque,NM,B,50.0,35.20256,-106.61197
KLMX,1.45,Clayton,NM,C,1.0,36.44419,-103.1905
KMIN,0.98,Grants,NM,D,5.0,35.09753,-107.87256
KNDN,0.96,Farmington,NM,D,5.0,36.73,-108.23036
KNFT,0.95,Bayard,NM,D,5.0,32.78092,-108.20006
KNML,0.61,Albuquerque,NM,B,5.0,35.03239,-106.65953
KNMM,1.15,Albuquerque,NM,D,1.5,35.13228,-106.62225
KNMX,0.54,Las Vegas,NM,D,5.0,35.57367,-105.17194
KOAZ,1.51,Isleta,NM,D,5.0,34.9795,-106.73753
KOBE,1.45,Las Cruces,NM,C,1.0,32.30203,-106.80278
KOTS,1.23,Deming,NM,C,1.0,32.25147,-107.75836
KQNM,1.55,Albuquerque,NM,D,10.0,35.17061,-106.63142
KRKE,1.1,Peralta,NM,D,1.0,34.857,-106.69253
KRSY,1.23,Alamogordo,NM,C,1.0,32.89619,-105.94556
KRTN,1.49,Raton,NM,C,1.0,36.88669,-104.44361
KRUI,1.49,Ruidoso Downs,NM,C,1.0,33.32147,-105.59053
KRZE,1.28,Farmington,NM,D,5.0,36.73,-108.23036
KRZY,1.45,Albuquerque,NM,C,1.0,35.13228,-106.62225
KSEL,1.45,Portales,NM,C,0.95,34.19758,-103.32383
KSFX,1.23,Roswell,NM,C,0.62,33.39372,-104.60497
KSVA,0.92,Albuquerque,NM,B,1.0,35.13228,-106.62225
KSVP,0.99,Artesia,NM,B,1.0,32.82483,-104.40025
KSWV,0.81,Santa Fe,NM,D,5.0,35.70142,-105.96669
KTBL,1.05,Los Ranchos,NM,B,1.0,34.9795,-106.73753
KTNM,1.4,Tucumcari,NM,C,1.0,35.17089,-103.70747
KTRC,1.26,Santa Fe,NM,B,5.0,35.68225,-105.97308
KVOT,1.34,Taos,NM,C,1.0,36.39003,-105.58694
KVSF,1.4,Santa Fe,NM,C,1.0,35.68225,-105.97308
KWES,1.45,Ruidoso,NM,C,1.0,33.32619,-105.67108
KWKA,0.68,Clovis,NM,B,0.5,34.36342,-103.21856
KWML,0.57,Las Cruces,NM,D,5.0,32.30925,-106.82389
KXKS,1.19,Albuquerque,NM,D,10.0,35.05117,-106.64336
KYVA,1.23,Gallup,NM,C,0.92,35.53392,-108.70564
KBET,0.79,Winchester,NV,B,1.0,36.10997,-115.00306
KBZZ,1.23,Reno,NV,C,1.0,39.51381,-119.71603
KCMY,1.3,Carson City,NV,D,5.0,39.16603,-119.72683
KELK,1.24,Elko,NV,C,1.0,40.86553,-115.72022
KELY,1.23,Ely,NV,C,0.25,39.26244,-114.86364
KENO,1.46,Las Vegas,NV,B,10.0,36.19025,-115.17722
KENT,1.54,Enterprise,NV,B,10.0,36.01108,-115.24194
KFOY,1.06,Sparks,NV,B,5.0,39.57353,-119.84769
KHIT,1.45,Reno,NV,C,1.0,39.57408,-119.84769
KIHM,0.92,Reno,NV,B,4.8,39.51381,-119.71547
KKGK,1.34,Las Vegas,NV,C,1.0,36.21303,-115.16333
KKOH,0.78,Reno,NV,B,50.0,39.67797,-119.80269
KKVV,1.06,Las Vegas,NV,D,5.0,36.15608,-115.25972
KLAV,1.23,Las Vegas,NV,C,0.9,36.21303,-115.16333
KLSQ,0.87,Whitney,NV,B,5.0,35.97636,-114.95167
KMZQ,0.67,Las Vegas,NV,B,25.0,36.38442,-115.35222
KNIH,0.97,Paradise,NV,B,5.0,36.01108,-115.24194
KNNR,1.4,Sparks,NV,C,1.0,39.56936,-119.75186
KPLY,0.63,Reno,NV,B,5.0,39.57353,-119.84769
KQLL,1.28,Henderson,NV,D,5.0,36.21081,-115.16389
KRLV,0.92,Las Vegas,NV,B,5.0,36.19025,-115.17722
KSHP,1.4,North Las Vegas,NV,C,1.0,36.21081,-115.16389
KVLV,0.98,Fallon,NV,D,5.0,39.49631,-118.81489
KWWN,1.1,Las Vegas,NV,B,22.0,36.21247,-115.16333
KXNT,0.84,North Las Vegas,NV,B,50.0,36.39803,-114.91667
KXTO,1.55,Reno,NV,D,2.5,39.57742,-119.84881
WABC,0.77,New York,NY,A,50.0,40.88067,-74.06931
WABH,1.38,Bath,NY,B,10.0,42.31453,-77.28553
WABY,0.9,Watervliet,NY,D,0.4,42.68925,-73.79317
WACK,1.42,Newark,NY,B,5.0,43.01894,-77.07775
WADO,1.28,New York,NY,B,50.0,40.82678,-74.07514
WALL,1.34,Middletown,NY,C,1.0,41.45703,-74.43961
WAMC,1.4,Albany,NY,C,1.0,42.68925,-73.79317
WATN,1.24,Watertown,NY,C,1.0,43.98033,-75.93631
WAUB,1.59,Auburn,NY,B,0.45,42.9095,-76.60217
WBBF,1.12,Buffalo,NY,D,1.0,42.83061,-78.80003
